GeoNetwork,ID GeoNetwork,GeoServer,ID GeoServer
SMEGREG - M.BOURGEOIS-J.DANGOUMAU-A.KLINGEBIEL-H.SCHOELLER-M.VIGNEAUX - Alimentation en eau de lafuture zone industrielle de Blanquefort (Gironde),03dad044-511c-4ba7-8337-605639bdd80f,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - M.BOURGEOIS-J.RICOUR-H.SCHOELLER-M.VIGNEAUX - Besoins en eau de la zone industrielle de Bassens,b3a06f3e-8b57-455e-b204-9ff60f0b12ae,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - - Création d'une zone d'activité ""parc des graves"" sur la commune d'agyguemorte-les-graves,57625abf-fc80-4806-94c2-8679bc334aae,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - - Rejet eaux pluviales pour l'extension de la Zone d'Activités ""SYLVIA 21"" sur la commune de BELIN-BELIET,6894d6f9-278d-4aaa-8e3e-de85c7a3a367,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - - Projet de création d'une zone d'actvité de 4 lots au sein de l'aeroparc sur la commune de mérignac,fb6e9aa3-ab7a-4fb4-b5d7-9297e08e8805,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - Ministère de la santé et des solidarités - L'eau potable en france - 2002 - 2004,24c976ee-804c-463b-bde5-070eb4ce97ca,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - GEOLAB - Lyonnaise des eaux zone Sud  -Ouest centre moyens techniques,2ce96488-058e-42fa-b5e0-105a6410cef7,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - BRGM - Contrôle qualité et gestion des nappes d'eaux souterraines en Gironde - Année 2004,20aa088a-23db-4a6c-9848-28b5804f1cd0,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEGREG - ANTEA - Recherche de ressources nouvelles pour l'AEP en zone Nord du SAGE Nappes profondes de Gironde,bda69430-4547-41c3-81d9-2dc0be990b9b,SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181
SMEAG1 - Contours de la Garonne : Mesures du bouchon vaseux,f4ea8e9c-88ef-4df2-823d-39731dc031cf,SMEAG -  Station de suivi du bouchon vaseux à Portets (33),FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fb2
AUDAP - Pyrénées-Atlantiques : Base d'annonces sur les loyers privés de 1999 à 2010,17907f33-2917-4f5a-9bf3-0a2f7c92e216,AUDAP - Producteurs biologiques des Pyrénées-Atlantiques,FeatureTypeInfoImpl--526cedd4:143d44cfa20:8f
GIP_INSEE - Aquitaine : estimations carroyées de population à 200m,91bbbc25-8195-4b30-b244-9078c24847ba,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
PPR ABIDOS (64DDTM20080003) - Périmètre du Plan de Prévention du Risque Inondation de ABIDOS (64003), département des Pyrénées-Atlantiques.,fr-120066022-jdd-afe778c5-ecc4-491b-9e47-ee38e1846e11,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR SIROS (64DDTM19970013) - Zone d'aléa du Plan de Prévention du Risque Inondation de Siros (64525), département des Pyrénées-Atlantiques.,fr-120066022-jdd-dc36f4c1-2ca5-4094-8dd4-29013f5c0683,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR RONTIGNON (64DDTM20050016) - Périmètre du Plan de Prévention du Risque Inondation de RONTIGNON (64467), département des Pyrénées-Atlantiques.,fr-120066022-jdd-064e5f0d-5973-480c-b08f-ac39a0613533,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR BORCE (64DDTM20120010) - Zone réglementée du Plan de Prévention du Risque Inondation de BORCE (64136), département des Pyrénées-Atlantiques.,fr-120066022-jdd-418394dd-7416-4366-82c3-0d3746a136df,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR SARE (64DDTM20080014) - Zone d'aléa du Plan de Prévention du Risque Inondation de SARE (64504), département des Pyrénées-Atlantiques.,fr-120066022-jdd-c57e5d59-828c-4bd7-a02e-fad4bca11293,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR SERRES-CASTET (64DDTM20050013) - Zone d'informations d'un plan de prévention du risque Inondation de SERRES-CASTET (64519), département des Pyrénées-Atlantiques.,fr-120066022-jdd-84ddc00b-47c0-4971-b6a2-1fc6b0935134,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR AINHOA (64DDTM20080011) - Zone d'aléa du Plan de Prévention du Risque Inondation de AINHOA (64014), département des Pyrénées-Atlantiques.,fr-120066022-jdd-c0993aa5-3aa3-4924-ac70-1806afdf62c7,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque inondation de la commune de Saint Léon sur Vezere,fr-120066022-ldd-3d143dd4-4cec-433d-a136-ef1a9fbf2ac4,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LARRAU (64DDTM20050024) - Zone réglementée du Plan de Prévention du Risque Inondation de LARRAU (64316), département des Pyrénées-Atlantiques.,fr-120066022-jdd-084d53e1-670a-4360-b8ba-121626a7ff75,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR OSSE-EN-ASPE (64DDTM19970023) - Zone d'aléa du Plan de Prévention du Risque Inondation de OSSE-EN-ASPE (64433), département des Pyrénées-Atlantiques.,fr-120066022-jdd-0346cde7-5ab9-4986-9666-031c8fa55d12,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ASCAIN (64DDTM20080012) - Zone réglementée du Plan de Prévention du Risque Inondation de ASCAIN (64065), département des Pyrénées-Atlantiques.,fr-120066022-jdd-2484f2ac-7fde-4495-9ca6-0a431eba1ab2,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR MAZERES-LEZONS (64DDTM19980009) - Zone d'informations d'un plan de prévention du risque Inondation de MAZERES-LEZONS (64373), département des Pyrénées-Atlantiques.,fr-120066022-jdd-a9ff6576-d9b3-4675-a970-612e1696d77b,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque inondation de la rivière LE MANOIRE,fr-120066022-ldd-03ae94a1-2bce-4950-aec0-92a945ae125b,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ASSAT (64DDTM20050009) - Zone d'aléa du Plan de Prévention du Risque Inondation de ASSAT (64067), département des Pyrénées-Atlantiques.,fr-120066022-jdd-0323c797-352c-48fd-b5b8-572d275a9989,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR PARDIES (64DDTM20080002) - Zone réglementée du Plan de Prévention du Risque Inondation de PARDIES (64443), département des Pyrénées-Atlantiques.,fr-120066022-jdd-e9501039-097a-4e06-a355-afb6f1d0528a,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR SARE (64DDTM20080014) - Zone d'informations d'un plan de prévention du risque Inondation de SARE (64504), département des Pyrénées-Atlantiques.,fr-120066022-jdd-b335add5-6f39-462a-b050-2c28129192db,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ARROS-DE-NAY (64DDTM20010002) - Zone d'aléa du Plan de Prévention du Risque Inondation de ARROS-DE-NAY (64054), département des Pyrénées-Atlantiques.,fr-120066022-jdd-62be71dd-f1b0-4cc1-aa63-7b33914d0874,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque inondation de la commune de Saint Cirq,fr-120066022-ldd-645a3889-9cf5-4c6b-b278-7760d38aeabb,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR AYDIUS (64DDTM19970018) - Zone d'aléa du Plan de Prévention du Risque Inondation de AYDIUS (64085), département des Pyrénées-Atlantiques.,fr-120066022-jdd-5a1f205d-c063-43b1-aceb-1de704a9c34f,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque mouvement de terrain de la commune de La Roque Gageac,fr-120066022-ldd-766a0ffa-697b-4a65-a2a2-752ae2e8435b,DREAL - Communes soumises au risque Mvt de terrain,FeatureTypeInfoImpl--25674c34:158e41464a2:-508
PPR MAZERES LEZON (64DDTM19980009) - Zone réglementée du Plan de Prévention du Risque Inondation de MAZERES LEZON (64373), département des Pyrénées-Atlantiques.,fr-120066022-jdd-6b8792b2-859a-4077-8851-9f4d21077228,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque mouvement de terrain de la commune de Chancelade,fr-120066022-ldd-70b98b48-2896-471c-a40a-4949f16663d7,DREAL - Communes soumises au risque Mvt de terrain,FeatureTypeInfoImpl--25674c34:158e41464a2:-508
PPR LABASTIDE-CEZERACQ (64DDTM19970009) - Zone d'aléa du Plan de Prévention du Risque Inondation de Labastide-Cézéracq  (64288), département des Pyrénées-Atlantiques.,fr-120066022-jdd-4db410ec-e213-496c-b0b5-5bebb3519cc9,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR PARDIES (64DDTM20080002) - Zone d'informations d'un plan de prévention du risque Inondation de PARDIES (64443), département des Pyrénées-Atlantiques.,fr-120066022-jdd-4c586283-aafa-4d04-bee2-55aeef52279a,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ARTIGUELOUTAN (64DDTM19970003) - Zone réglementée du Plan de Prévention du Risque Inondation de Artigueloutan (64059), département des Pyrénées-Atlantiques.,fr-120066022-jdd-98feeefd-fc70-4694-8d4f-f6302e1c7fbd,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR GAN (64DDTM20050004) - Zone d'aléa du Plan de Prévention du Risque Inondation de GAN (64230), département des Pyrénées-Atlantiques.,fr-120066022-jdd-7e167d69-1373-4b4b-9e95-574609590058,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LESCUN (Révision) (64DDTM20060009) - Périmètre du Plan de Prévention du Risque Inondation de LESCUN (Révision) (64336), département des Pyrénées-Atlantiques.,fr-120066022-jdd-050e853d-a526-4479-b678-22108cc2b130,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR MEILLON (64DDTM20050002) - Zone d'informations d'un plan de prévention du risque Inondation de MEILLON (64376), département des Pyrénées-Atlantiques.,fr-120066022-jdd-5816cf7c-0f13-433c-9a9f-2b9e8ca8ee63,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR UZOS (64DDTM20050017) - Zone d'informations d'un plan de prévention du risque Inondation de UZOS (64550), département des Pyrénées-Atlantiques.,fr-120066022-jdd-192de12f-ee82-4abc-a2c0-42e30e2242a0,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR TARSACQ (64DDTM20100002) - Zone d'informations d'un plan de prévention du risque Inondation de TARSACQ (64535), département des Pyrénées-Atlantiques.,fr-120066022-jdd-65d93190-3e85-41d1-a1da-a89627e127cd,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ANGAÏS (64DDTM20050012) - Zone réglementée du Plan de Prévention du Risque Inondation de ANGAÏS (64023), département des Pyrénées-Atlantiques.,fr-120066022-jdd-acff42a0-b3f7-45cd-9930-6a46c661b888,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR RONTIGNON (64DDTM20050016) - Zone d'aléa du Plan de Prévention du Risque Inondation de RONTIGNON (64467), département des Pyrénées-Atlantiques.,fr-120066022-jdd-67aaa5bb-8fcb-4cec-a643-070ab957116a,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque mouvements de terrain de la commune de Domme,fr-120066022-jdd-966b1f52-cab1-44d0-8943-17d8682ba7a7,DREAL - Communes soumises au risque Mvt de terrain,FeatureTypeInfoImpl--25674c34:158e41464a2:-508
Plan de prévention du risque inondation de la commune de Port Sainte Foy et Ponchapt,fr-120066022-ldd-e8bdc5c2-c498-429e-84ba-0d6166923007,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR SAINT-PIERRE-D'IRUBE (64DDTM20060003) - Zone réglementée du Plan de Prévention du Risque Inondation de SAINT-PIERRE-D'IRUBE (64496), département des Pyrénées-Atlantiques.,fr-120066022-jdd-236765e0-76f5-4b49-9a89-03cccea4c376,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LICQ-ATHEREY (64DDTM20000016) - Zone d'aléa du Plan de Prévention du Risque Inondation de LICQ-ATHEREY (64342), département des Pyrénées-Atlantiques.,fr-120066022-jdd-7217e316-484b-420b-a616-430822545630,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR SAINT-PEE-SUR-NIVELLE (64DDTM20080013) - Zone réglementée du Plan de Prévention du Risque Inondation de SAINT-PEE-SUR-NIVELLE (64495), département des Pyrénées-Atlantiques.,fr-120066022-jdd-7370a53e-ea2b-4f6b-a3a3-4f9a6b75aa47,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR NARCASTET (64DDTM20020011) - Zone d'informations d'un plan de prévention du risque Inondation de NARCASTET (64413), département des Pyrénées-Atlantiques.,fr-120066022-jdd-9f3e9885-cdbe-4ff8-875d-3c0725a9ba9f,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR D'IZESTE (64DDTM20020008) - Périmètre du Plan de Prévention du Risque Inondation de IZESTE (64280), département des Pyrénées-Atlantiques.,fr-120066022-jdd-93beb2ad-2331-4947-9dd9-2bb2aed73d6d,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Délimitation des zones inondables lors d'une crue faible dans le département des Landes,fr-120066022-jdd-5da1afa7-2b7f-43e5-8ef7-68bd28471fa8,DDT 47 - Atlas zones inondables (hors PPRI),FeatureTypeInfoImpl-1bfa188e:149eb73da18:-23c7
Périmètres du plan de prévention du risque inondation (PPRI) de la vallée de Clain dans la Vienne,fr-120066022-jdd-f06ddfc5-df4c-4ef9-a745-dc42f2bf8684,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR BARZUN (64DDTM20020005) - Périmètre du Plan de Prévention du Risque Inondation de BARZUN (64097), département des Pyrénées-Atlantiques.,fr-120066022-jdd-3d038a38-98fe-420e-b2d1-23628eb41a6f,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ARTIGUELOUTAN (64DDTM19970003) - Périmètre du Plan de Prévention du Risque Inondation de Artigueloutan (64059), département des Pyrénées-Atlantiques.,fr-120066022-jdd-2170ac9e-30d4-4cef-970e-d270cf0b1848,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Atlas Aquitaine : Plans de Prévention du Risque Inondation par Submersion Marine (PPRi - Submersion marine) - Localisation et état d'avancement,fr-120066022-jdd-1dbaf683-1501-4cae-9cd7-77756669252c,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR MIREPEIX (64DDTM20000006) - Zone d'informations d'un Plan de Prévention du Risque Inondation de Mirepeix (64386), département des Pyrénées-Atlantiques,fr-120066022-jdd-6fe5a0aa-a269-41b2-aa3a-783d597388ee,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Assemblage de l’ensemble des zones de hauteurs de submersion fournies par le Service de Prévision des Crues de la Dordogne (SPC) en Corrèze,fr-120066022-jdd-b9732b7b-6c6a-407d-bb41-85b32dabfa7c,EPIDOR - Zones à Dominante Humide Dordogne,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-5eaa
PPR SAINT-PIERRE-D'IRUBE (64DDTM20060003) - Périmètre du Plan de Prévention du Risque Inondation de SAINT-PIERRE-D'IRUBE (64496), département des Pyrénées-Atlantiques.,fr-120066022-jdd-43591e78-7042-47f8-ae0a-fd9c32fe9971,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ANGAÏS (64DDTM20050012) - Périmètre du Plan de Prévention du Risque Inondation de ANGAÏS (64023), département des Pyrénées-Atlantiques.,fr-120066022-jdd-4f4bb279-026d-49a4-bcbb-f3b10ad6f3dd,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR MEILLON (64DDTM20050002) - Zone d'aléa du Plan de Prévention du Risque Inondation de MEILLON (64376), département des Pyrénées-Atlantiques.,fr-120066022-jdd-dc87e57e-a82b-41a8-b93c-fe9af393e314,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR CIBOURE (64DDTM19870004) - Zone réglementée du Plan de Prévention du Risque Inondation de CIBOURE (64189), département des Pyrénées-Atlantiques.,fr-120066022-jdd-e8678f17-689b-409f-84b6-fa2ff456148a,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque mouvements de terrain de la commune de Domme,fr-120066022-jdd-361dd4f0-694c-4f54-a687-384dbddacc0f,DREAL - Communes soumises au risque Mvt de terrain,FeatureTypeInfoImpl--25674c34:158e41464a2:-508
PPR ACCOUS (révision) (64DDTM20060008) - Zone réglementée du Plan de Prévention du Risque Inondation de ACCOUS (64006), département des Pyrénées-Atlantiques.,fr-120066022-jdd-a1984014-8f27-45a0-97cc-a9c7eb0aa8e9,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LAHONCE (64DDTM19980007) - Périmètre du Plan de Prévention du Risque Inondation de LAHONCE (64304), département des Pyrénées-Atlantiques.,fr-120066022-jdd-83c0d3a0-5ac1-4876-9791-a30d80cc4f4c,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR MAZERES LEZON (64DDTM19980009) - Périmètre du Plan de Prévention du Risque Inondation de MAZERES LEZON (64373), département des Pyrénées-Atlantiques.,fr-120066022-jdd-ee081741-05a8-4d02-9004-38935210fb5b,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LARUNS (64DDTM20060005) - Périmètre du Plan de Prévention du Risque Inondation de LARUNS (64320), département des Pyrénées-Atlantiques.,fr-120066022-jdd-1283ed1c-1c1b-4304-9eb7-a865c3d1e401,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR BESINGRAND (64DDTM20110009) - Zone réglementée du Plan de Prévention du Risque Inondation de BESINGRAND (64117), département des Pyrénées-Atlantiques.,fr-120066022-jdd-14d9b4a3-cca5-40dc-9341-2a633f1402f2,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ARUDY (64DDTM20020002) - Zone d'informations d'un Plan de Prévention du Risque Inondation de Arudy (64062), département des Pyrénées-Atlantiques,fr-120066022-jdd-e6ac8c9f-87a1-49d8-878a-10eb7349f49a,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR NAY (64DDTM20000007) - Zone d'aléa du Plan de Prévention du Risque Inondation de Nay (64417), département des Pyrénées-Atlantiques.,fr-120066022-jdd-dd681b3f-7090-4397-991f-07e5820fbe5f,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque mouvements de terrain de la commune de Cenac Saint Julien,fr-120066022-jdd-500de4e2-714d-4bf8-936b-217de21bd321,DREAL - Communes soumises au risque Mvt de terrain,FeatureTypeInfoImpl--25674c34:158e41464a2:-508
PPR ASTE-BEON (64DDTM20060006) - Zone d'aléa du Plan de Prévention du Risque Inondation de ASTE-BEON (64069), département des Pyrénées-Atlantiques.,fr-120066022-jdd-378a273d-b2fb-4507-966d-d3ef2b29354e,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR GAN (64DDTM20050004) - Zone réglementée du Plan de Prévention du Risque Inondation de GAN (64230), département des Pyrénées-Atlantiques.,fr-120066022-jdd-c418668b-6048-4371-9e9b-2e8885a1d48b,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Zones exposées au bruit de la route départementale 611 allant de  Niort à la Crèche et à Parthenay sur 24 heures (Lden) en Deux-Sèvres,fr-120066022-jdd-46c8c1c6-db92-46ce-a67f-0da1ee32d249,SRCE_2014_EF  - zones urbanisées,FeatureTypeInfoImpl--1349261:1431092c4c4:3798
Aquitaine : TRI de Pau - Données géolocalisées produites par le SIG Directive inondation du territoire à risque d'inondation de Pau.,fr-120066022-ldd-f8639c6b-0fcd-4570-90cb-2aca88ca8cd6,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ARETTE (64DDTM20010010) - Zone d'aléa du Plan de Prévention du Risque Inondation de ARETTE (64040), département des Pyrénées-Atlantiques.,fr-120066022-jdd-a07c2dbd-bc2f-4f70-88d1-2386a7f36330,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR de BORDERES (64DDTM20050006 ) - Zone d'aléa du Plan de Prévention du Risque Inondation de Bordéres (64137) , département des Pyrénées-Atlantiques.,fr-120066022-jdd-8fb1e6df-7a2f-4cc2-b05a-6d13c3b903b9,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR BEDOUS (64DDTM19970019) - Zone réglementée du Plan de Prévention du Risque Inondation de BEDOUS (64104), département des Pyrénées-Atlantiques.,fr-120066022-jdd-e46a97b5-f66b-457d-85d2-2ce73fc96054,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR MOUGUERRE (64DDTM20050018) - Zone d'informations d'un plan de prévention du risque Inondation de MOUGUERRE (64407), département des Pyrénées-Atlantiques.,fr-120066022-jdd-88c8434b-4bef-4ae6-a014-c9ae3345fcbb,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR d'Agnos (64DDTM20130013) - Zone d'informations (ponctuelles) d'un plan de prévention du risque Inondation de d'Agnos (64007), département des Pyrénées-Atlantiques.,fr-120066022-jdd-f920e2c4-c64b-4fc4-93be-03e31129f016,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Plan de prévention du risque inondation de la commune de Lamothe Montravel,fr-120066022-ldd-79a4ec41-33ee-4d3f-92e2-5afb5a7ebfca,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR OSSE-EN-ASPE (64DDTM19970023) - Zone réglementée du Plan de Prévention du Risque Inondation de OSSE-EN-ASPE (64433), département des Pyrénées-Atlantiques.,fr-120066022-jdd-359315f6-fc29-47d5-aebe-1e827892b20e,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
Nouvelle-Aquitaine : TRI du côtier basque (aléa submersion marine) - Objets décrivant l’emprise et les caractéristiques utiles du territoire à risque d’inondation, Directive inondation,fr-120066022-jdd-30ff1f9c-b9ac-4ac6-b50e-19269f1bd4d6,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR SAINTE-ENGRACE (64DDTM20000017) - Périmètre du Plan de Prévention du Risque Inondation de SAINTE-ENGRACE (64475), département des Pyrénées-Atlantiques.,fr-120066022-jdd-eb4251a2-b5b7-443f-ae33-719a931bc4f8,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ETSAUT (64DDTM19970021) - Zone d'aléa du Plan de Prévention du Risque Inondation de ETSAUT (64223), département des Pyrénées-Atlantiques.,fr-120066022-jdd-732272a0-2473-4c90-b2f1-aef57e2bda99,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LAGOS (64DDTM20050007) - Zone réglementée du Plan de Prévention du Risque Inondation de LAGOS (64302), département des Pyrénées-Atlantiques.,fr-120066022-jdd-aa8fd694-7068-4eed-9e21-03b0caec355c,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR BEDOUS (64DDTM19970019) - Zone d'aléa du Plan de Prévention du Risque Inondation de BEDOUS (64104), département des Pyrénées-Atlantiques.,fr-120066022-jdd-df932a48-188e-4b8c-bec6-637d8adbb2c4,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR ARROS-DE-NAY (64DDTM20010002) - Périmètre du Plan de Prévention du Risque Inondation de ARROS-DE-NAY (64054), département des Pyrénées-Atlantiques.,fr-120066022-jdd-bb924908-3985-4a28-8846-6f1824da93bb,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LONS (64DDTM20050022) - Zone d'informations d'un plan de prévention du risque Inondation de LONS (64348), département des Pyrénées-Atlantiques.,fr-120066022-jdd-f81c5565-c612-4459-a422-179ca518c71b,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR LESCAR (64DDTM20050021) - Périmètre du Plan de Prévention du Risque Inondation de LESCAR (64335), département des Pyrénées-Atlantiques.,fr-120066022-jdd-b7eddd94-9f71-433f-a24d-b619a7b3cc9c,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
PPR RONTIGNON (64DDTM20050016) - Zone d'informations d'un plan de prévention du risque Inondation de RONTIGNON (64467), département des Pyrénées-Atlantiques.,fr-120066022-jdd-ba06bce7-e98a-4938-a736-fd8d11c2ae16,DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e
