Cartogip,ID Cartogip,GeoNetwork,ID GeoNetwork
ars - Captages AEP (ARS),1644,SMEGREG - Agencessde l'Eau  - Bilan et analyse de la mise en œuvre des périmètre de protection des captages AEP en milieu karstique,2d1dc2dd-a2ed-4262-8ea1-8ec08d6f6744
Etab. Adultes handicapés,1825,ARS - Aquitaine : Etablissements pour adultes handicapés,0a4115e8-27a8-4d64-afec-61268be69304
sidpc - Zone de protection,1910,CC_ESTUAIRE - Communauté de Communes de l'Estuaire : Sites d'observations ornithologiques de la Zone de Protection Spéciale (ZPS/Natura 2000),53acebc4-cde4-43cd-9087-782a05d70eef
Arreté de protection de Biotope,61,Aquitaine : Arrêtés Préfectoraux de Protection de Biotope (APPB),fr-120066022-jdd-d8eeb8da-cb1e-4f42-bf13-5d68b745fc1b
bdtopo - Points d'eau,124,SMEGREG - - Identification de la contamination par l'arsenic des points d'eau de la région de Captieux (sud-gironde et nord-landes),2be4b034-861f-40a7-9a27-f9442f4de29d
bdtopo - Réseau routier,474,CD64 - Limites d'agglomération sur le réseau routier du département des pyrénées atlantiques,e50596bb-c93f-499c-aee0-02e7eadc479f
bdtopo - Réseau ferré,481,RFF - Aquitaine et Poitou-Charentes : Réseau ferré (Trafic TER),705bc90c-8902-4470-b02d-641bc05c816c
raster - Fond GIP,486,GIP - Aquitaine : Fond AquiMap,a1ffd727-fcfd-48d2-a7ab-431073f00de1
ddtm47 - Terrains de camping,542,Terrains de camping en Charente-Maritime - Communes concernées par un camping.,fr-120066022-jdd-a868fd01-1f59-4f4e-a667-ac81b8e8cc38
collecte - Collecte SDIS47,560,BXM - Point de collecte sélective privée en apport volontaire sur le territoire de Bordeaux Métropole,f8eff655-31f9-45cc-b3e0-354be8d1c982
ddtm47 - Captages AEP,844,SMEGREG - Agencessde l'Eau  - Bilan et analyse de la mise en œuvre des périmètre de protection des captages AEP en milieu karstique,2d1dc2dd-a2ed-4262-8ea1-8ec08d6f6744
ddtm47 - Etablissements de santé,945,ARS - Aquitaine : Etablissements de santé - Surveillance continue,84b1c206-9c34-4dab-9452-2b52fbfd4400
eau - Sandre - Masses et cours eau,960,Bassins versants correspondants aux masses d'eau des cours et plans d'eau - Limousin,fr-120066022-jdd-e8f5039e-d1d3-4e4f-b280-4d03ed87d496
carmen - Directive oiseaux,1333,DREAL2 - Aquitaine : Natura 2000 - Directive Oiseaux (Zones de protection spéciale),c99d86b1-c724-4f48-b37f-09fcdcfd000e
geofla - Limites communales,1617,BXM - Limites administratives communales sur le territoire de Bordeaux Métropole,07dd2c71-eea6-49ae-b937-a4610f674540
geofla - Communes de Gironde,1628,PREF_33 - Gironde : Communes suivies pour le Moustique Tigre,5c6feed8-1fa2-4a10-b0df-81f421a3c269
geofla - Communes de Gironde,2044,PREF_33 - Gironde : Communes suivies pour le Moustique Tigre,5c6feed8-1fa2-4a10-b0df-81f421a3c269
dfci - Dfci travaux,16,LOGOSDIS471 - Lot-et-Garonne : Réseaux des pistes forestières de DFCI (Défense des Forêts contre l'Incendie),59fbdf2a-b45d-4c07-9adb-8ee17381929f
Arretes de protection de biotope,524,Aquitaine : Arrêtés Préfectoraux de Protection de Biotope (APPB),fr-120066022-jdd-d8eeb8da-cb1e-4f42-bf13-5d68b745fc1b
pompier - Postes de secours,579,LOGOSDIS331 - Gironde : Répartition des postes de secours,647e43c2-be22-4727-bda7-d6fa7a24888e
pompier - Forages privés,601,SMEGREG - Syndicat des eaux Charente-Maritime -  D.I.G. et dossier de demande d'autorisation pour la protection des nappes souterraines par la mise en conformité des forages privés,1657755d-e5fa-4d74-a757-a426044be96b
pompier - Colonnes sèches,666,LOGOSDIS401 - Landes : Localisation des colonnes sèches dans le cadre de la défense incendie,7094e2e4-38e0-4be0-94e6-891e9af14d4a
pompier - Points d'eau,905,SMEGREG - - Identification de la contamination par l'arsenic des points d'eau de la région de Captieux (sud-gironde et nord-landes),2be4b034-861f-40a7-9a27-f9442f4de29d
pompier - Feux 2016,1383,LOGOSDIS331 - Gironde : Ordre d'Opérations Départemental Feux de Forêt 2016,a43ca852-2bad-43ba-917e-1a398aaf6f88
Bordeaux metropole traffic,1394,SMEGREG - BORDEAUX METROPOLE - Guide zone humides,3d778df9-9622-4e0d-90d7-63fb6b3f0457
pompier - Tours de guet,1750,LOGOSDIS471 - Lot-et-Garonne : Répartition des tours de guet pour la Défense des Forêts contre l' Incendie,3060a076-dac6-44a4-867e-17ec7c36a883
Reserve Naturelle Nationale,1755,Aquitaine : Réserve Naturelle Nationale (RNN),fr-120066022-ldd-daceec61-d5b4-4bb0-a37b-b08fb151eb8c
pompier - Centres de secours,1812,LOGOSDIS401 - Landes : Répartition des Centres de secours,9d86979b-04be-4df2-9ef8-752405d88ea5
Zone de protection speciale,194,CC_ESTUAIRE - Communauté de Communes de l'Estuaire : Sites d'observations ornithologiques de la Zone de Protection Spéciale (ZPS/Natura 2000),53acebc4-cde4-43cd-9087-782a05d70eef
atlas - Atlas zoom4000,303,SMEGREG - BRGM - Projet AZENA Atlas des Zones er enjeux aval du SAGE nappes profondes de Gironde,97a02b53-956d-4ab9-9770-069c4e2a2ce4
Terrains du Conservatoire du Littoral,367,Profils suivis en 2003 par le Conservatoire Littoral sur le domaine de Graveyron,E3_Profils_GPS_Graveyron_Conservatoire_Littroral_2003
xynthia - Estimées par le SDIS33,374,LOGOSDIS331 - Gironde : Zones Inondées suite à la tempête Xynthia du 28/02/2010,2c330735-b2e1-4c3f-ad14-d61ad3a0c2da
Reserves naturelles nationales,523,CD47 - Lot-et-Garonne : Réserves Naturelles Nationales (RNN),97bac11b-551f-421b-b5ce-61fd8b2d7995
atlas - Atlas zoom8000,670,SMEGREG - BRGM - Projet AZENA Atlas des Zones er enjeux aval du SAGE nappes profondes de Gironde,97a02b53-956d-4ab9-9770-069c4e2a2ce4
atlas - Atlas zoom2000,677,SMEGREG - BRGM - Projet AZENA Atlas des Zones er enjeux aval du SAGE nappes profondes de Gironde,97a02b53-956d-4ab9-9770-069c4e2a2ce4
Parc National des Pyrenees,886,Aquitaine : Parc National des Pyrénées (PNP) : zone centrale, zone d'adhésion et zone périphérique,fr-120066022-jdd-558d492a-9213-4edd-915a-6b53262c7842
eau - Communes BCAE33 zone 1,1298,CC_ESTUAIRE - Communauté de Communes de l'Estuaire : Zone Spéciale de Conservation (ZSC/NATURA 2000),86a7b1ac-5acf-4285-b14a-92cf26161b80
cub - Bordeaux metropole parkings,1714,SMEGREG - BORDEAUX METROPOLE - Guide zone humides,3d778df9-9622-4e0d-90d7-63fb6b3f0457
geofla - Contour Nouvelle Aquitaine,1844,CRPF - Aquitaine : Contour des PSG,c19708c2-c6ef-4cff-add0-72f93525676e
telespazio - Mortalités juin 2015 v0,118,TELESPAZIO - Cartographie des foyers de mortalités de pin maritime,867dc82b-c145-475a-921e-48985a0580fc
Plan général UEFA 2016,273,GIP - Landes: Plan Général Simplifié de Desserte (PGSD), Atlas des densité de pistes de DFCI,569fc15f-6b22-4265-8240-96fd56f88067
icpe - Bâtiments ICPE,292,Nouvelle-Aquitaine partiel : Rejets aqueux indirect des ICPE - Localisation (ponctuel),fr-120066022-jdd-901e1f81-2dcb-4e71-b2c9-952b5c0c76bd
Parcs naturels regionaux,369,CRALPC - Les Parcs Naturels en Aquitaine,3a70e455-06d6-48b4-8344-fff15ebe821d
Plan général 1km UEFA 2016,1391,GIP - Landes: Plan Général Simplifié de Desserte (PGSD), Atlas des densité de pistes de DFCI,569fc15f-6b22-4265-8240-96fd56f88067
dgfip - Parcelles cadastrales,1786,BXM - Limites de sections cadastrales issues du plan cadastral DGFiP sur Bordeaux Métropole,3c27a5ee-3f47-420b-a9f0-7201bc5b0bd7
dgfip - Parcelles cadastrales,1800,BXM - Limites de sections cadastrales issues du plan cadastral DGFiP sur Bordeaux Métropole,3c27a5ee-3f47-420b-a9f0-7201bc5b0bd7
gip_atgeri - Cantons 2015,225,CRA - Aquitaine : Carte des nouveaux cantons suite au redécoupage cantonal pour 2015,49d8a7b9-2b62-40b9-b37c-132d61a2af04
departement33 - Contournement bassin d'Arcachon,382,SIBA - Bassin d'Arcachon : ports,157d3ab7-b857-45bc-843d-f26285df8521
01-02 Mars - Estuaire Gironde,457,SMEGREG - IFREMER - Estuaire de la Gironde,4e8552fe-9a05-47c6-a62b-54df81b4581b
eau - Obstacles ecoulement cours eau,966,Aquitaine : SRCE - Table des obstacles ponctuels à l'écoulement des cours d’eau constitutifs du Schéma régional de cohérence écologique (SRCE) de la région d'Aquitaine adopté le 24 décembre 2015,fr-120066022-jdd-dd0aa389-92be-4313-b132-166559bf3a2e
gip_atgeri - cantons 2015,1172,CRA - Aquitaine : Carte des nouveaux cantons suite au redécoupage cantonal pour 2015,49d8a7b9-2b62-40b9-b37c-132d61a2af04
indicateurs_conso_fonciere - Courbes de niveaux sélect.,1303,IFN - Landes : Courbes de Niveaux,d571722e-ec62-4c12-bc5c-894c56bc2b72
wms_externe - WMS-Raster-Géoportail - BD PARCELLAIRE®,1613,IFN - BD PARCELLAIRE® - Vienne,3e217d81-3400-4418-b6c4-6c7d67b921dd
wms_externe - Stations VCUB,129,BXM - Disponibilité des stations VCUB en temps réel sur Bordeaux Métropole,b24457cb-34b2-4971-936f-126e102ac51d
ocs_bdcarto - zone d'activité,197,SMEGREG - - Projet de zone d'activité de ""la Chaux"" sur la commune de Tresses,396e386e-011f-4943-a0af-b4bd0f9553b6
icpe - Localisants ICPE,291,Nouvelle-Aquitaine partiel : Rejets aqueux indirect des ICPE - Localisation (ponctuel),fr-120066022-jdd-901e1f81-2dcb-4e71-b2c9-952b5c0c76bd
ddt - Digues de protection des populations,440,CASAGEC - Commune de Saint-Jean-de-Luz : Etude sur les digues du mouvement des bloc du talus de protection des ouvrages maritimes,809b6060-fcf2-4be6-84f8-045233bef764
wms_externe - Parcs Relais,454,BXM - Parcs relais du réseau de transports urbains sur Bordeaux métropole,93140cdc-ccef-4415-8e57-5c614d03aaf5
Densité population - Carroyage 200m,651,CRALPC - Densité de la population par commune en 2006,ede42de9-3060-414b-9b28-b8d3b12bd642
insee - Population par EPCI (2007),1194,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
dfci - Test saisie pistes,1226,LOGOSDIS471 - Lot-et-Garonne : Réseaux des pistes forestières de DFCI (Défense des Forêts contre l'Incendie),59fbdf2a-b45d-4c07-9adb-8ee17381929f
insee - Population par EPCI (2007),1341,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
wms_externe - IGN - Nom des voies,1398,BXM - Axes de voies ferrées issus de la BD TOPO IGN 2007 sur Bordeaux Métropole,fd637120-62c0-4687-9cd7-894236cdf300
wms_externe - POINT ADRESSE®,1563,POINT ADRESSE® IGN issu du RGE 2011,8ea1eb83-cc0f-7c64-75c3-e4d3f398f944
wms_externe - Réseau routier,1572,CD64 - Limites d'agglomération sur le réseau routier du département des pyrénées atlantiques,e50596bb-c93f-499c-aee0-02e7eadc479f
wms_externe - Voies ferrées,1573,BXM - Axes de voies ferrées issues du plan cadastral DGFiP sur Bordeaux Métropole,344eec41-dc0b-4b89-bee2-6cc994cd806a
formation - Formation mfv signalement,1762,CRA - Atlas régional de la Région Nouvelle-Aquitaine
&lt;.06.&gt; Formation initiale,81e3cd64-c59a-40a8-8347-d566aa8b15f3
Etab. pour personnes agées,1821,ENSAP - TPFE - Un foyer d'accueil pour les personnes accompagnant les malades à l'hôpital,31b883d7-8341-478d-ae24-490a2641c9e8
Pigma - Aquitaine zonages urbanisme,1897,PIGMA - Aquitaine : zonage des documents d'urbanisme,c63a5777-1840-4392-b3b4-1cd39492b93c
telespazio - Contour de feux 2015,91,TELESPAZIO - Cartographie forestière des surfaces en résineux en 2015,2f4f2550-0107-45d9-9b4a-989f2c0084af
insee - Densité de population 2006,201,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
xynthia - Observations du vol du 28/02/2010,271,LOGOSDIS331 - Gironde : Zones Inondées suite à la tempête Xynthia du 28/02/2010,2c330735-b2e1-4c3f-ad14-d61ad3a0c2da
cadastre - Cadastre -  PCI  (2 CDC),473,CC_PAYS_FOYEN - Communauté de Communes du Pays Foyen : Cadastre,e9f68fbb-c7b2-4f63-b2e0-be3aad2fa0a2
xynthia - Submersion tempête de 1999,723,Submersion Xynthia - Surfaces inondees apres verification terrain,ba1f00d3-fd5e-43a6-b017-e45a8044eb24
piste_cyclable - Pistes cyclables,877,LOGOSDIS331 - Gironde : Pistes cyclables,4ce76856-fe3f-48fc-809a-b8af2f784e4d
pompier - Départs de feux 2017,1354,04bc362e-4e8b-48f8-888b-451a19af3a98 - Nouvelle-Aquitaine : Nombre de départs de feux annuel (2006-2014),e735b01b-80e4-44a9-bb50-15f328d763f2
Bordeaux metropole Passage pont,1466,SMEGREG - BORDEAUX METROPOLE - Guide zone humides,3d778df9-9622-4e0d-90d7-63fb6b3f0457
pompier - Départs de feux 2017,1409,04bc362e-4e8b-48f8-888b-451a19af3a98 - Nouvelle-Aquitaine : Nombre de départs de feux annuel (2006-2014),e735b01b-80e4-44a9-bb50-15f328d763f2
departement33 - ZPENS en Gironde,21,CD33 - Gironde : ZPENS (Zone de Préemption des Espaces Naturels Sensibles),3d877cac-5718-4964-b948-a89cd58b3ba4
insee - Population communes 1962,177,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
limites_admin - Communes Aquitaine,396,DREAL2 - Aquitaine : cartographie des communes sensibles,c9295195-b8ec-43c1-bd5d-1f0bedbfd8e0
cadastre - Cadastre IGN Aquitaine,470,CC_PAYS_FOYEN - Communauté de Communes du Pays Foyen : Cadastre,e9f68fbb-c7b2-4f63-b2e0-be3aad2fa0a2
tigf - Station de compression (TIGF),650,TIGF - Aquitaine : Stations de Compression,fac43944-f55c-4a0f-aca3-0f31e9e1be4e
grdf - Canalisations GRDF,668,GRDF1 - Canalisation du réseau de distribution du gaz,e4d3d985-5b8d-47dc-81f7-22f2f490eca2
dfci - Projets financés 2011,1179,Aquitaine : EcoQuartiers - Candidats et lauréats aux appels à projets 2009 et 2011,fr-120066022-jdd-d7b67ed7-6055-4465-a6e7-f23083b3cf42
insee - Population communes 1962,1211,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
limites_admin - Communes de Gironde,1222,PREF_33 - Gironde : Communes suivies pour le Moustique Tigre,5c6feed8-1fa2-4a10-b0df-81f421a3c269
carmen - Natura 2000 (habitats, faune, flore),1319,IGECOM - Landes : Natura 2000,metadonnee_natura2000
carmen - Natura 2000 (oiseaux),1321,IGECOM - Landes : Natura 2000,metadonnee_natura2000
insee - Population communes 1962,1334,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
carmen - Arrêté de protection de Biotope,1347,Aquitaine : Arrêtés Préfectoraux de Protection de Biotope (APPB),fr-120066022-jdd-d8eeb8da-cb1e-4f42-bf13-5d68b745fc1b
ars - Etablissements médico-sociaux (Décembre 2014),1630,ARS - Aquitaine : Etablissements médico-sociaux,69780582-06e5-4fb1-a226-95b7cb7cc1eb
ddpp - Traitement sous produits,1838,SMEGREG - - Traitement de deux anomalies des traversées de la canalisation DN 250 St Médard en Jalles/Ludon Médoc sous la Jalle d'Eysines et la Jalle du Taillan sur le territoire de la commune de Taillan Médoc,a6104d7e-f3c1-4306-9262-9b5ca8855949
cadastre - Cadastre IGN Aquitaine,1938,CC_PAYS_FOYEN - Communauté de Communes du Pays Foyen : Cadastre,e9f68fbb-c7b2-4f63-b2e0-be3aad2fa0a2
ddt - Etablissements recevant du public,276,GIP - Etablissement Recevant du Public du département du Lot-et-Garonne,8788e076-e003-4f56-aa0d-1e6c8999bc4b
insee - Population commune (2006),483,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
insee - Population par commune (2007),655,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
sdis40 - Sdis40 - Batiment ETARE,1148,LOGOSDIS401 - Landes : Positionnement des points kilométriques férrés,c4a5ba30-add3-41a9-9b81-312fbf67a6c3
insee - Population par commune (2007),1190,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
insee - Population par cantons (2008),1251,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
insee - Population par cantons (2008),1272,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
Plan fête de la Madeleine 2017,1746,SMEGREG - CONSEIL GENERAL DE LA GIRONDE - Plan climat air énergie de la gironde 2013 - 2017,ccb34f83-bfe9-45fb-970f-a8a556731d9a
crpf - Plan bois foret Gironde,294,CRPF - Gironde : Statistiques forestières communales 2009,0c6d2696-4f9b-42a5-ab79-cd4abcb6aa62
carte_reference - Forages privés,726,SMEGREG - Syndicat des eaux Charente-Maritime -  D.I.G. et dossier de demande d'autorisation pour la protection des nappes souterraines par la mise en conformité des forages privés,1657755d-e5fa-4d74-a757-a426044be96b
cartorisque - PPR mouvement de terrain,755,DREAL2 - Plan de Prévention des Risques Mouvement de Terrain,7962c4e9-6971-4d16-82ca-cd71b96ce15c
insee - Population iris2007 cercle,1337,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
ars - Etablissements de santé (Décembre 2014),1629,ARS - Aquitaine : Etablissements de santé - Surveillance continue,84b1c206-9c34-4dab-9452-2b52fbfd4400
geofla - Communales Nouvelle Aquitaine,1853,NAFU - Aquitaine : Carte représentant la part des Surfaces Agricoles Utiles communales en 2010,3d1d11a7-f1a1-478c-82d2-b2bf6eceeaa7
geofla - Départements Nouvelle Aquitaine,1856,Atlas Aquitaine Limousin Poitou-Charentes : Cartographie de la région et limites administratives des départements,fr-120066022-jdd-a5471288-175d-435a-b67c-b119311aaefd
rte - Réseau lignes électrique (de 400kv à 63kv),589,IGECOM - Landes : Réseau électrique de ERDF,metadonnee_ERDF
ddtm47 - Etablissements scolaires du 2nd degré,1050,RECTORAT - Aquitaine : Etablissements du second degré avec Enquête Parc Immobilier (EPI),d66a7aef-2b1c-4ded-b9c8-ae50fd2dbd85
pgsd - PGSD - Densité de pistes par commune,1119,CRALPC - Exposition de l'Aquitaine aux risques naturels majeurs - Densité des risques par commune,0e5b76cb-a198-454a-a4de-0142255d91c3
insee - Population iris2007 surface,1656,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
pompier - Points d'eau artificiels,1968,BD Carthage / Points d'eau isolés,7660a8de-9a2a-a344-314d-74d6f01e1703
ddcspp - Elevage avicoles / volailles,588,DDCSPP - Lot-et-Garonne : élevages avicoles,1e4599c9-be28-4679-b245-5a697a21e143
politiques_publiques - Soutenir le développement durable du littoral aquitain,716,Stratégie de gestion du littoral aquitain,E0_Strategie_gestion_Aquitain
socio_economique - Part des chômeurs de 15-24 ans,1034,GIP_INSEE - Aquitaine : Part des chômeurs de 55-64 ans,2e72b06d-4baf-48da-a6c8-ed58de9e6000
wms_externe - fond GIP 4000 GCIS,1264,GIP - Aquitaine : Fond AquiMap,a1ffd727-fcfd-48d2-a7ab-431073f00de1
TRI - Hauteur eau - submertion marine moy,1393,Nouvelle-Aquitaine : TRI d'Agen - Zones hauteur d'eau, Directive inondation,fr-120066022-jdd-a6dc56aa-65c3-4313-a2fa-1c25679622e2
sidpc - Communes surveillées en 2016,1475,Aquitaine Limousin Poitou-Charentes : Etablissements Publics de Coopération Intercommunale (EPCI) - Communes au 1er janvier 2016,fr-120066022-jdd-7c2af1ad-4c78-404d-975e-fbd752ab3e38
Fond cartographique du GIP ATGeRi (maj 03/2017),1621,GIP - Aquitaine : Fond AquiMap,a1ffd727-fcfd-48d2-a7ab-431073f00de1
patrimoine_culturel - Monuments historiques (immeubles) Aq Mp,1778,CULTURE - Aquitaine : Monuments historiques,c63530d2-d001-4338-9f53-11b275bd9bd0
pompier - Détection des feux 2016,1971,LOGOSDIS331 - Gironde : Ordre d'Opérations Départemental Feux de Forêt 2016,a43ca852-2bad-43ba-917e-1a398aaf6f88
wms_externe - Crues Adour 2014,1996,CRALPC - Landes - Pays Adour Chalosse Tursan - 2014,b09f0783-8fa6-4fcc-a3db-9420d54dba4e
ddt - Plans d'eau et retenues collinaires,439,Emprise des plans d'eau douce en Charente.,fr-120066022-jdd-89a93ae4-18f8-425f-ac5c-c1cd6392ff31
socio_economique - 15 ans et + non scolarisés,504,GIP_INSEE - Aquitaine : Population de 15 ans et plus non scolarisés,f43e6271-c3c5-40b5-b225-8cd800b1bb4b
xynthia - Hauteur d'eau mesurée par le BRGM,752,Submersion Xynthia - Hauteurs d'eau,b82f670d-8ddc-4224-9ac7-a753a3ddde78
ign_courbes_niveau - Courbes de niveau,946,BXM - Courbes de niveau (MNT) sur Bordeaux Métropole (La Cub) en 2001,702633df-a17b-4e3b-b11f-9a8f75480d98
insee - Population par arrondissements (2007),1189,INSEE2 - France : Recensement de la population de 1999 par âge,fb1c40b8-6613-47f8-ac2e-7f0f1f931b6e
insee - Population par arrondissements (2007),1191,INSEE2 - France : Recensement de la population de 1999 par âge,fb1c40b8-6613-47f8-ac2e-7f0f1f931b6e
dreal - Enveloppes aléas inondation TRI Agen (forte, moyenne et faible probabi,1344,DREAL2 - Prévention risques Inondation,cc59b3a0-c062-4dfd-a969-24985787063d
geofla - Arrondissements Nouvelle Aquitaine,1854,IFN - Nouvelle Aquitaine : SCAN 1000® IGN,b1486fc5-b2c4-42f1-a8b1-fb77220deed2
telespazio - Foyers de mortalité juin 2015,90,TELESPAZIO - Cartographie des foyers de mortalités de pin maritime,867dc82b-c145-475a-921e-48985a0580fc
wms_externe - Plan de zonage PLU - CUB,173,CC_PRAYSSAS - Communauté de Communes de Prayssas : Zonage Plan Local d'Urbanisme (PLU),fe6076ff-be72-4c23-b668-c04cff1ad4eb
insee - Population par départements (2008),391,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
onf - ONF - îlots de nettoyage Klaus non subventionnés,817,DRAAF_GIPATGERI - Aquitaine : Fossés d'assainissement subventionnés dans le cadre du Plan CHABLIS KLAUS,8c13fecc-b9c1-4e9a-9d7c-256c7c496f3e
pompier - Buffer 400m Prise d'eau,973,SMEGREG - SOGREAH - Protection de la 19 - Prise d'eau de Galgon - Etude de propagation d'une pollution,03035c1a-3f3b-4796-bb28-393f66f015ba
insee - Population par départements (2008),1331,INSEE2 - Aquitaine: BDD infra-communales - Recensement de la population 2007 - Thème Activité des résidents,c007939d-6938-4a61-b34e-27a1219c05bf
telespazio - Mortalités détectées juin 2016,1756,TELESPAZIO - Cartographie des foyers de mortalités de pin maritime,867dc82b-c145-475a-921e-48985a0580fc
wms_externe - ONF : Forêts relevant du régime forestier,1819,ONF - Aquitaine : Forêts publiques,73627b88-ca8a-4155-9eba-d6c40867b321
ocs - Surface N en 2000 devenues A en 2009,329,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface N en 2000 devenues F en 2009,337,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface N en 2000 devenues U en 2009,338,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface A en 2000 devenues N en 2009,339,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface A en 2000 devenues F en 2009,340,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface A en 2000 devenues U en 2009,341,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface F en 2000 devenues N en 2009,342,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface F en 2000 devenues A en 2009,343,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface F en 2000 devenues U en 2009,344,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
Terrains des Conservatoires des espaces naturels,366,DREAL2 - Aquitaine : Espaces naturels protégés,315d2eb8-1de5-4b59-8177-5055488f4a86
ZICO - Zone d intérêt pour les oiseaux,434,SMEGREG - ANTEA -  Recherche de ressources nouvelles pour l'AEP en zone nord du SAGE NP 33,ecb85ef3-4346-4195-b1ea-a675f637bed2
ocs - Surface U en 2000 devenues N en 2009,488,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface U en 2000 devenues A en 2009,489,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
ocs - Surface U en 2000 devenues F en 2009,490,GIPLITTORAL1 - Littoral Aquitain : Occupation du Sol à Grande Echelle 2000 - 2009,ocs_00_09
cartorisque - PPR Inondation synthèse,839,PPR BIDART (64DDTM19980004)  - Zone réglementée du Plan de Prévention du Risque Inondation de la commune de Bidart (64125), département des Pyrénées-Atlantiques,fr-120066022-jdd-ad5fbf52-a897-4387-990c-6df4d22474c2
limites_admin - Départements Grande Région,1505,Atlas Aquitaine Limousin Poitou-Charentes : Cartographie de la région et limites administratives des départements,fr-120066022-jdd-a5471288-175d-435a-b67c-b119311aaefd
Bordeaux metropole parking (temps réel),1696,SMEGREG - BORDEAUX METROPOLE - Guide zone humides,3d778df9-9622-4e0d-90d7-63fb6b3f0457
pgsd - PGSD - Densité de pistes en sol naturel par commune,1129,CRALPC - Densité de la population par commune en 2006,ede42de9-3060-414b-9b28-b8d3b12bd642
limites_admin - Communes Grande Région,35,DREAL2 - Grande Région Aquitaine : Plan Communal de Sauvegarde (PCS),6dfccaf8-986d-4912-9e20-0b4e0e4cd82d
pgsd - PGSD - Densité de pistes empierrées par commune,1136,CRALPC - Densité de la population par commune en 2006,ede42de9-3060-414b-9b28-b8d3b12bd642
crpf - Compensation : parcelles à l'étude,1562,CRPF - Interbois - Synthèses des résultats de l'étude Ressource/Mobilisation sur les espaces forestiers de la Dordogne - 2012,7b3a0a8a-e9e0-4b48-b1e5-201f4b77a866
telespazio - Mortalités détectées octobre 2016,1865,TELESPAZIO - Cartographie des foyers de mortalités de pin maritime,867dc82b-c145-475a-921e-48985a0580fc
projets_infrastructures - Fuseau retenu LGV GPSO,472,IGECOM - Landes : Fuseau LGV de 1000m - RFF,metadonnee_RFF
xynthia - Après vérification terrain par le BRGM,529,Submersion Xynthia - Surfaces inondees apres verification terrain,ba1f00d3-fd5e-43a6-b017-e45a8044eb24
