GeoServer,ID GeoServer,Cartogip,ID Cartogip
Dreal-TRI-Proba crue Moy-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-55e1,wms_externe - Dreal-TRI-Proba crue Fort Débordement,2003
OSM - EPCI Nouvelle Aquitaine,FeatureTypeInfoImpl--1bed10f1:14f893ace16:-62ac,geofla - Contour Nouvelle Aquitaine,1861
IGN - Communes Nouvelle Aquitaine,FeatureTypeInfoImpl--1bed10f1:14f885c2c3f:-50e6,geofla - Communales Nouvelle Aquitaine,1870
Vue Aérienne 2004 - 2008  50cm,CoverageInfoImpl--6daa2990:13ad58ab10e:-d3,null - Vue aérienne CUB 2008,134
RTE - Enceinte de poste,FeatureTypeInfoImpl--64db1a4f:15a8f4251cd:4691,erdf - Poste de transformation RTE - ERDF,1158
Urbanisme - Dordogne Zonages,FeatureTypeInfoImpl--a228572:14855ccf5cb:17c1,null - DDTM40 - Zonages urbanisme,1285
Dreal-TRI-Proba crue Fort-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-55e7,wms_externe - Dreal-TRI-Proba crue Fort Débordement,2003
Dreal - TRI - Bati - Subm,FeatureTypeInfoImpl-749b820c:14d29c62d9d:25bb,dreal - Hauteur d'eau TRI Agen (faible probabilité),310
IGN - Scan 25 Express,CoverageInfoImpl-35aed7c:1543cfbf519:-232b,null - Scan 1000 IGN,582
ARS - Etablissements pour adultes handicapés,FeatureTypeInfoImpl-59b62a1c:15046737959:-4f4b,null - Etab. Adultes handicapés,1842
ARS - Etablissements pour enfants handicapés,FeatureTypeInfoImpl-59b62a1c:15046737959:-45a4,null - Etab. Enfants handicapés,191
DGFIP 64 - ITXASSOU - Parcelles,FeatureTypeInfoImpl--160cad13:156dba54a5a:-5af,dgfip - Parcelles cadastrales,1803
PIGMA - Croissance de la population par commune de 1968 à 2008,FeatureTypeInfoImpl-44687cb7:13615ef08a7:317,insee - Population par commune 2007,222
INSEE - Contours Iris 2010,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d54,insee - Population iris 2012,1650
Dreal-TRI-Proba crue Faible-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-5633,null - Dreal-TRI-Proba crue faible-Debord,2037
GIP ATGeRi - Contour Region Aquitaine,FeatureTypeInfoImpl-5013164b:13d7b70c49f:-691b,geofla - Contour Nouvelle Aquitaine,1861
GIP ATGeRi - Région Nouvelle Aquitaine,FeatureTypeInfoImpl--b4fb97c:1537449ee22:-90b,geofla - Contour Nouvelle Aquitaine,1861
IGN BD TOPO - Gares,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e3a,cadastre - Lim. Communales - IGN - BD Parcellaire,477
RTE - Poste electrique,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3f58,erdf - Poste de transformation RTE - ERDF,1158
RTE - Réseau électrique aérien,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3d19,rte - Réseau lignes électrique (de 400kv à 63kv),588
AURBA - Voies ferrées des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f8c,wms_externe - Voies ferrées,1572
IGN BD TOPO - Routes nommées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e2e,reseau_routier - Routes goudronnées non nommées,547
CR Aquitaine - Atelier pistes cyclables,FeatureTypeInfoImpl-1099598a:149572c7212:-4d48,piste_cyclable - Pistes cyclables,876
IGN BD TOPO - Tronçons voies ferrées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e36,wms_externe - IGN - Nom des voies,1397
DDCSPP 47 - Elevages avicoles,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fb3,ddcspp - Elevage avicoles / volailles,587
IGN BD TOPO - Routes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e24,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Point d'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e68,pompier - Point d'eau naturel,897
IGN BD TOPO - Poste transformation,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e3e,erdf - Poste de transformation RTE - ERDF,1158
IGN BD TOPO - Zone Végétation,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-713a,indicateurs_conso_fonciere - Zone de végétation,1309
IGN - Atelier pistes cyclables,FeatureTypeInfoImpl-34ef02ac:14b727a5e7a:-1f3,piste_cyclable - Pistes cyclables,876
OSM - Atelier pistes cyclables,FeatureTypeInfoImpl-2090530a:14b6ee07b7b:-95b,piste_cyclable - Pistes cyclables,876
SRCE - EF Voies ferrées électrifiées,FeatureTypeInfoImpl--1349261:1431092c4c4:6d38,wms_externe - Voies ferrées,1572
Urbanisme - Pyrénées-Atlantiques Zonages,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:63bd,null - DDTM40 - Zonages urbanisme,1285
DREAL - Logements sociaux 2014 - Loi,FeatureTypeInfoImpl--126beca8:15433db0a2f:6410,dreal - Accidents 2004 2014 rd 33,1757
IGN - BD ORTHO 2,5 m tiff,CoverageInfoImpl-7738d5f9:1586e068de6:1497,raster - BD ORTHO 2015 25cm,1716
ASP - RPG 2011 Dept 24,FeatureTypeInfoImpl-d424538:14887ec5266:-692d,projets_infrastructures - Tracés LGV SEA au 24 06 2011,1023
Dreal-TRI-Hauteur eau Aléa Moy Proba-Debord,FeatureTypeInfoImpl-5a07631d:14d664b35cf:3e2a,wms_externe - Dreal-TRI-Hauteur eau Aléa Forte Proba-Subm,2007
Dreal-TRI-Hauteur eau Aléa Moy Proba av chmt climat-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-47d7,dreal - Aléa Faible Proba,798
FD pêche 33 - Plans d'eau AAPPMA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7daa,ddt - Plans d'eau et retenues collinaires,438
IGN BD TOPO - Chemins,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e30,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Emprise,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e72,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Surface eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e6a,cadastre - Lim. Communales - IGN - BD Parcellaire,477
ON3V - Atelier pistes cyclables,FeatureTypeInfoImpl-520a4c6c:14c9406135e:6d40,piste_cyclable - Pistes cyclables,876
SDIS 33 - Atelier pistes cyclables,FeatureTypeInfoImpl-1099598a:14957031d40:172,piste_cyclable - Pistes cyclables,876
SIBA - Atelier pistes cyclables,FeatureTypeInfoImpl-2090530a:14b6dd12291:372,piste_cyclable - Pistes cyclables,876
CRPF Aquitaine - Contour du PSG - Mai 2015,FeatureTypeInfoImpl--3ce68516:141a7ed191b:414a,geofla - Contour Nouvelle Aquitaine,1861
COBAS - Atelier pistes cyclables,FeatureTypeInfoImpl-2090530a:14b6e2159a6:-4a5c,piste_cyclable - Pistes cyclables,876
DRAC - Périmètres de protection modifiés,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f6f,ddtm47 - Périmètres de protection des captages AEP,494
IGN BD TOPO - Communes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e56,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN - BD ORTHO 2009 - Aquitaine,CoverageInfoImpl-4c4d58b5:1582f112b3c:-3b3,cadastre - Cadastre IGN Aquitaine,469
Infrastructures Cyclables Existantes - Référentiel Unique département de la Gironde 33 - Atelier pistes cyclables,FeatureTypeInfoImpl-3215f0b9:1501e697e6c:-5c68,piste_cyclable - Pistes cyclables,876
Itinéraires Cyclables en Projet - Référentiel Unique département de la Gironde 33 - Atelier pistes cyclables,FeatureTypeInfoImpl-3215f0b9:1501e8b90c1:-5d25,piste_cyclable - Pistes cyclables,876
IGN BD TOPO - PAI sport,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e88,cadastre - Lim. Communales - IGN - BD Parcellaire,477
CG64 - Espaces naturels sensibles,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1c1c,null - Terrains des Conservatoires des espaces naturels,366
CR Tourisme - Atelier pistes cyclables,FeatureTypeInfoImpl-2090530a:14b6f210de9:-4bc0,piste_cyclable - Pistes cyclables,876
SIRTAQUI - Pistes cyclables Euroziklo,FeatureTypeInfoImpl-11802f3b:14a1069fcee:-3c2a,piste_cyclable - Pistes cyclables,876
SIRTAQUI - Pistes cyclables Velodyssee,FeatureTypeInfoImpl-11802f3b:14a1069fcee:-39c4,piste_cyclable - Pistes cyclables,876
IGN BD TOPO - Conduites,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e3c,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO -  Oronymes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e5c,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI sante,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e78,cadastre - Lim. Communales - IGN - BD Parcellaire,477
Dreal-TRI-Proba crue Moy av chgt climat-Subm,FeatureTypeInfoImpl--6dc709cf:14d4de3c19f:-55cf,null - Dreal-TRI-Proba crue Moy-Debord,2026
FD pêche 33 - Plans d'eau fédéraux,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7da8,ddt - Plans d'eau et retenues collinaires,438
GIP ATGeRi - Région Nouvelle Aquitaine avec masque,FeatureTypeInfoImpl-63980651:14f84653086:-76b3,geofla - Contour Nouvelle Aquitaine,1861
BD ALTI - courbes de niveau LANDES,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7da0,ign_courbes_niveau - Courbes de niveau,945
IGN BD TOPO - Réservoir,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e4a,cadastre - Lim. Communales - IGN - BD Parcellaire,477
Scan 25 2010 - Jpeg 2000,CoverageInfoImpl-3ab1af72:1569cd024a2:39d7,raster - Scan 25 Aquitaine,1575
RTE - Réseau électrique souterrain,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3b27,rte - Réseau lignes électrique (de 400kv à 63kv),588
Urbanisme Aquitaine - Habillages linéaires,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:-1343,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme Aquitaine - Habillages ponctuels,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:45c4,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme - Lot-et-Garonne Habillages linéaires,FeatureTypeInfoImpl--266e24e3:148592967ca:72c8,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
Urbanisme - Lot-et-Garonne Habillages ponctuels,FeatureTypeInfoImpl--266e24e3:148592967ca:730f,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
CR Aqutaine - Points pose Estuaire Gironde - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-2913d3a8:14ae7bfd241:-52c4,null - 01-02 Mars - Estuaire Gironde,456
CR Aqutaine - Zones pose Estuaire Gironde - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae38bb7c3:62de,null - 01-02 Mars - Estuaire Gironde,456
CR Aqutaine - Estuaire Gironde 1.5ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae30c2fb5:5f6c,null - 01-02 Mars - Estuaire Gironde,456
CR Aqutaine - Estuaire Gironde 1ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae38b9471:-1c5d,null - 01-02 Mars - Estuaire Gironde,456
CR Aqutaine - Estuaire Gironde avec contraintes 1ms Gisement hydrolien brut,FeatureTypeInfoImpl-2913d3a8:14ae80226db:f14,null - 01-02 Mars - Estuaire Gironde,456
DREAL - Communes soumises au risque Feu de forêt,FeatureTypeInfoImpl--25674c34:158e41464a2:-701,dreal - Communes classées en Loi Littoral,252
DREAL - TMJA Trafic de 2011 à 2015 (DREAL),FeatureTypeInfoImpl-69be8d:14ebabec22e:-72c4,dreal - ICPE industries (DREAL),109
DREAL - TMJM Trafic mensuel 2014 (DREAL),FeatureTypeInfoImpl-69be8d:14ebabec22e:-732a,dreal - ICPE industries (DREAL),109
BD ALTI - courbes de niveau GIRONDE,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d9c,ign_courbes_niveau - Courbes de niveau,945
IGN BD TOPO - Cimetières,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e50,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Hydronymes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e60,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Point d'eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdae1b5e9:3137,pompier - Point d'eau naturel,897
Urbanisme Aquitaine - Informations linéaires,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:6035,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme - Lot-et-Garonne Informations linéaires,FeatureTypeInfoImpl--266e24e3:148592967ca:74e7,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
Urbanisme - Lot-et-Garonne Informations ponctuels,FeatureTypeInfoImpl--266e24e3:148592967ca:7557,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
DREAL - Communes soumises au risque Inondation,FeatureTypeInfoImpl--25674c34:158e41464a2:-61e,dreal - Communes du DDRM exposées au FF,1746
DREAL - Communes soumises au risque Mvt de terrain,FeatureTypeInfoImpl--25674c34:158e41464a2:-508,dreal - Communes classées en Loi Littoral,252
DREAL - Communes soumises au risque Séisme,FeatureTypeInfoImpl--25674c34:158e440feda:2472,dreal - Communes du DDRM exposées au FF,1746
DREAL - Communes soumises au risque Atmosphere,FeatureTypeInfoImpl--25674c34:158e440feda:444f,dreal - Communes du DDRM exposées au FF,1746
IGN BD TOPO - Lieu dit habité,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e6c,cadastre - Lim. Communales - IGN - BD Parcellaire,477
DREAL - Communes soumises au risque Avalanche,FeatureTypeInfoImpl--25674c34:158e41464a2:-80f,dreal - Communes du DDRM exposées au FF,1746
BD ALTI - courbes de niveau DORDOGNE,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7da4,ign_courbes_niveau - Courbes de niveau,945
IGN BD TOPO - Aire de triage,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e32,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Chefs-lieux,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e58,cadastre - Lim. Communales - IGN - BD Parcellaire,477
BD ORTHO 2012 - Aquitaine tiff,CoverageInfoImpl-5aa6b02d:15a28b81ef7:3f4c,raster - BD ORTHO 2015 25cm,1716
Urbanisme Aquitaine - Prescriptions linéaires,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:604d,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme - Lot-et-Garonne Prescriptions ponctuels,FeatureTypeInfoImpl--266e24e3:148595bbbc6:-6aa9,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
DREAL - Autos-écoles en 2014 en Aquitaine,FeatureTypeInfoImpl-1bfb0579:14dd2b21513:-6061,dreal - Accidents 2004 2014 rd 33,1757
DREAL - Centres d'examen des permis de conduire en 2014 en Aquitaine,FeatureTypeInfoImpl-1bfb0579:14dd2b21513:-5bc1,dreal - Accidents 2004 2014 rd 33,1757
DREAL - Logements sociaux 2014 - Decret,FeatureTypeInfoImpl--126beca8:15433c3a22d:1f3d,dreal - Accidents 2004 2014 rd 33,1757
DREAL - Trafic comptages CUB de 2010 à 2014,FeatureTypeInfoImpl-69be8d:14eba61c107:3850,dreal - Accidents 2004 2014 rd 33,1757
DREAL - TMJM Trafic mensuel 2014,FeatureTypeInfoImpl-69be8d:14eba4dfd05:-6576,dreal - Accidents 2004 2014 rd 33,1757
DREAL - Vitesse de circulation 2014,FeatureTypeInfoImpl--25674c34:158fc844334:214b,dreal - Accidents 2004 2014 rd 33,1757
IGN BD TOPO - Departements,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7de8,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN - Zone Végétation (multithèmes),FeatureTypeInfoImpl-5809213e:13c8965d8ec:-48aa,indicateurs_conso_fonciere - Zone de végétation,1309
Vue Aérienne IGN 2012 50cm Noir et Blanc Aquitaine,CoverageInfoImpl-1bc2c2b4:147e969eb79:-4b6a,cadastre - Cadastre IGN Aquitaine,469
PIGMA - Emplacement des établissements scolaires du 2nd degré,FeatureTypeInfoImpl--7b1f44fd:143069985a2:-170f,ddtm47 - Etablissements scolaires du 2nd degré,1049
Urbanisme Aquitaine - Habillages surfaciques,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:45e6,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme Aquitaine - Informations ponctuelles,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:-1edf,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme - Lot-et-Garonne Habillages surfaciques,FeatureTypeInfoImpl--266e24e3:148592967ca:740a,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
Urbanisme - Lot-et-Garonne Prescriptionss linéaires,FeatureTypeInfoImpl--266e24e3:148592967ca:7e28,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
RTE - Support du réseau de transport électrique aérien,FeatureTypeInfoImpl--61be1724:14b3003c04e:-35dc,rte - Réseau lignes électrique (de 400kv à 63kv),588
RTE - Support du réseau de transport électrique aérien - Av Numéro,FeatureTypeInfoImpl--61be1724:14b3003c04e:-359e,rte - Réseau lignes électrique (de 400kv à 63kv),588
IGN BD TOPO - Canalisations eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e5e,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI religieux,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7c,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI transport,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e76,cadastre - Lim. Communales - IGN - BD Parcellaire,477
GIP Littoral - Plan plages littoral Aquitain,FeatureTypeInfoImpl--64db1a4f:15a947f3880:315b,politiques_publiques - Soutenir le développement durable du littoral aquitain,715
BD ALTI - courbes de niveau LOT-ET-GARONNE,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7da2,ign_courbes_niveau - Courbes de niveau,945
BD ALTI - courbes de niveau PYRENEES-ATLANTIQUES,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d9e,ign_courbes_niveau - Courbes de niveau,945
PIGMA - Emprise au sol des établissements scolaires du 2nd degré - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-5e8f,ddtm47 - Etablissements scolaires du 2nd degré,1049
Urbanisme Aquitaine - Informations surfaciques,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:-131d,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme Aquitaine - Prescriptions ponctuelles,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:62c6,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme Aquitaine - Prescriptions surfaciques,FeatureTypeInfoImpl-5b18e1b8:142be17f584:-7f0e,null - Pigma - Aquitaine zonages urbanisme,1914
Urbanisme - Lot-et-Garonne Informations surfaciques,FeatureTypeInfoImpl--266e24e3:148592967ca:7d33,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
Urbanisme - Lot-et-Garonne Prescriptions surfaciques,FeatureTypeInfoImpl--266e24e3:148595bbbc6:-69d3,null - PIGMA zonages urbanisme - Lot-et-Garonne,2051
CDC Estuaire - Périmètre de la ZPS (Zone de Protection Spéciale),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-e4c,patrimoine_culturel - Périmètre de protection des monuments historiques (500 m),167
CDC du Mézinais - Zonage du Plan Local de l'Urbanisme,FeatureTypeInfoImpl-2245790e:1419dadf6d9:-3372,wms_externe - Plan de zonage PLU - CUB,173
CDC Prayssas - Zonage du Plan Local de l'Urbanisme,FeatureTypeInfoImpl-2245790e:1419d9b9955:-248a,wms_externe - Plan de zonage PLU - CUB,173
Vue aérienne Couleur de 2012 du Bassin d'Arcachon,CoverageInfoImpl-3dad044:1455f931d07:-4df3,departement33 - Contournement bassin d'Arcachon,382
IGN BD TOPO - PAI orographie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e8a,cadastre - Lim. Communales - IGN - BD Parcellaire,477
GeoTransfert - Evolution du trait de côte entre 2010 et 2012,FeatureTypeInfoImpl-2245790e:1419c920d26:-3b08,ocs - Evolution de la surface F entre 2000 et 2009,123
GeoTransfert - Evolution du trait de côte entre 2012 et 2013,FeatureTypeInfoImpl-2245790e:1419c920d26:-3af2,ocs - Evolution de la surface F entre 2000 et 2009,123
IGN BD TOPO - Terrains de sport,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e52,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Tronçon laisse,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e66,cadastre - Lim. Communales - IGN - BD Parcellaire,477
PIGMA - Bâtiments des établissements scolaires du 2nd degré - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-4e0f,ddtm47 - Etablissements scolaires du 2nd degré,1049
CDC Val d'Albret - Zonage PLU de Montesquieu,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23fb,wms_externe - Plan de zonage PLU - CUB,173
CDC Val d'Albret - Zonage PLU de St Pierre de Buzet,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23f9,wms_externe - Plan de zonage PLU - CUB,173
IGN BD TOPO - Réservoir d'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e64,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Transport cable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e38,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Routes primaires,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e26,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI gestion eaux,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e86,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI hydrographie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e80,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Surface activité,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e8c,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO -  Surfaces routes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e28,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Toponymes divers,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e70,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Toponymes ferrés,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e34,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Zone Végétation - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bd99631d7:33cb,indicateurs_conso_fonciere - Zone de végétation,1309
IGN BD TOPO - Pistes aérodromes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e42,cadastre - Lim. Communales - IGN - BD Parcellaire,477
CG 24 - Espaces Naturels Sensibles (Ponctuels),FeatureTypeInfoImpl-91f625d:140546729a4:3a9a,null - Terrains des Conservatoires des espaces naturels,366
Vue aérienne Noir et Blanc 2012 du Bassin d'Arcachon,CoverageInfoImpl-3dad044:1455f931d07:-4e12,departement33 - Contournement bassin d'Arcachon,382
CG 24 - Espaces Naturels Sensibles (polygones),FeatureTypeInfoImpl-91f625d:140546729a4:-3604,null - Terrains des Conservatoires des espaces naturels,366
IGN BD TOPO -  Lieux-dits non habité,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e6e,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Lignes électriques,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e40,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI espace naturel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e82,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Bati indifférencié,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e44,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Routes principales,FeatureTypeInfoImpl-75428ea9:14d43502664:6fb0,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Routes secondaires,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e2c,cadastre - Lim. Communales - IGN - BD Parcellaire,477
SRCE_2014_EF  - zones urbanisées,FeatureTypeInfoImpl--1349261:1431092c4c4:3798,sidpc - SIDPC47  - Zones tampons signalements,508
IGN BD TOPO - PAI culture loisirs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7a,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI zone habitation,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7e,cadastre - Lim. Communales - IGN - BD Parcellaire,477
EHLG_Referenciel agricole sur le Pays Basque entre 2000 et 2010,FeatureTypeInfoImpl-223d3190:153141fe3c0:-3923,ocs - Evolution de la surface F entre 2000 et 2009,123
IGN BD TOPO - Lignes orographiques,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e5a,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Toponyme communication,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e2a,cadastre - Lim. Communales - IGN - BD Parcellaire,477
RAUDIN - Point d’Accès Public à Internet (PAPI),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-358f,statistiques - Nombre de points d'accès public à Internet,858
IGN BD TOPO - Constructions légères,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e54,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - Surface eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb2da1a3:-17b0,cadastre - Lim. Communales - IGN - BD Parcellaire,477
PNR LG -  Zones de Gagnage de la Grue Cendrée,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-63da,sidpc - SIDPC47  - Zones tampons signalements,508
BD Parcellaire Gironde avec fichiers majic 2011 et 2012,FeatureTypeInfoImpl-722cc45b:138dac32c62:-3fde,cadastre - Lim. Communales - IGN - BD Parcellaire,477
BD Parcellaire Landes avec fichiers majic 2011 et 2012,FeatureTypeInfoImpl-722cc45b:138dd70a3c1:3949,cadastre - Lim. Communales - IGN - BD Parcellaire,477
BD Parcellaire Gironde : localisants avec fichiers majic 2012,FeatureTypeInfoImpl-4d4cdcbb:1391db5d845:-7659,cadastre - Lim. Communales - IGN - BD Parcellaire,477
DREAL - Schéma d’Aménagement et de Gestion des Eaux,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5cfb,dreal - Hauteur eaux TRI Tonneins - Marmande (forte probabilité),311
IGN BD TOPO - Constructions linéaires,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e4c,cadastre - Lim. Communales - IGN - BD Parcellaire,477
IGN BD TOPO - PAI administratif et militaire,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e8e,cadastre - Lim. Communales - IGN - BD Parcellaire,477
DREAL - Territoires à Risque important Inondation,FeatureTypeInfoImpl-1b06dd87:1420dc1a615:17e9,dreal - Enveloppes aléas inondation TRI Agen (forte, moyenne et faible probabi,1343
