BSD,ID BSD,GeoServer,ID GeoServer
WEB_7_1_1_SYNTHÈSE DES PROFILS DÉMOGRAPHIQUES DES COMMUNES DU DÉPARTEMENT DE LA DORDOGNE,2303,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
WEB_7_1_2_SYNTHÈSE DES PROFILS DÉMOGRAPHIQUES INTERCENSITAIRE DES COMMUNES DU DÉPARTEMENT DE LA DORDOGNE,2304,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
WEB_8_3_1_COMPÉTENCES DES EPCI EN MATIÈRE DE VOIRIE SUR LE DÉPARTEMENT DE LA DORDOGNE,2315,EPCI,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd9
ÉTAT DES DÉMARCHES D'ACCESSIBILITÉ DANS LES COMMUNES ET EPCI DES LANDES,2549,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
SERVICE D'ACCÈS À LA CARTE ÉTAT DES DÉMARCHES D'ACCESSIBILITÉ DANS LES COMMUNES ET EPCI DES LANDES,2551,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
ETAT DES DÉMARCHES D'ACCESSIBILITÉ DANS LES COMMUNES ET EPCI DES PYRÉNÉES-ATLANTIQUES,2553,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
SERVICE D'ACCÈS À LA CARTE ETAT DES DÉMARCHES D'ACCESSIBILITÉ DANS LES COMMUNES ET EPCI DES PYRÉNÉES-ATLANTIQUES,2554,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
PLACES,2610,CDC Penne d'Agenais - Places,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-4dd3
VOIES,2612,AURBA - Voies ferrées des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f8c
ETALAB : CREATIONS D'ENTREPRISES - CATEGORIES JURIDIQUE, GRANDS SECTEURS ET REGIONS - PARTIE 3 SUR 4,2739,regions,FeatureTypeInfoImpl--474ece09:133208a1f4e:-7a15
ETALAB : SURFACE DES MINES, DECHARGES ET CHANTIERS DES CANTONS LITTORAUX,2749,Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049
ETALAB : SURFACE DU TISSU URBAIN DISCONTINU DES CANTONS LITTORAUX,2750,Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049
REPARTITION POP : CANTONS 2009,2783,Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049
REPARTITION POP : DEPARTEMENTS 2009,2785,departements,FeatureTypeInfoImpl--474ece09:133208a1f4e:-7a83
OCA : NETTOYAGE DES PLAGES DES COMMUNES,2888,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
ROUTES,3176,AURBA - Routes des zones d'activités,FeatureTypeInfoImpl-510f4e81:13c906090df:-7ff0
GARDERIE,3184,CA Cote Basque Adour - Garderie,FeatureTypeInfoImpl-2245790e:1419d44a43e:-65b9
COMMUNES IMPACTEES PAR CANALISATIONS TRANSPORT MATIERES DANGEREUSES,3190,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
ZONES DE REPARTITION DES EAUX (ZRE) COMMUNES,3198,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
ETALAB : COMMUNES IMPACTEES PAR CANALISATIONS TRANSPORT MATIERES DANGEREUSES,3514,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
ETALAB : OCCUPATION DU TERRITOIRE COMMUNES LITTORALES,3519,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
EPCI : REGION POITOU-CHARENTE,3556,EPCI,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd9
MOUSTIQUE TIGRE : COMMUNES SURVEILLEES,3595,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
MOUSTIQUE TIGRE : COMMUNES INFECTEES,3596,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
REPERTOIRE GEOGRAPHIQUE DES COMMUNES (RGC),3734,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
ASSAINISSEMENT,3691,CDC Sarlat Périgord Noir - Assainissement Conduite,FeatureTypeInfoImpl-21464d69:14ebf34b699:3598
PCS - COMMUNES EN POSSESSION,3779,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
HYDROGRAPHIE,3784,Chambre agriculture 33 - Réseau hydrographie de la PAC,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:6439
PNRLG,3875,PNRLG - Assiettes de Pays,FeatureTypeInfoImpl--4257e7f7:1529d548daa:53de
NOMBRE DE LYCEES PAR COMMUNES,3882,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
COMMUNES ACCUEIL FAMILIAL BILINGUE,3905,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
DICTIONNAIRE : ZONAGE DES EPCI,3954,EPCI,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd9
EPCI ACCUEIL FAMILIAL BILINGUE,3967,EPCI,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd9
ZONAGE DES EPCI,4027,EPCI,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd9
PERIMETRE EPCI CAB,4300,EPCI,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fd9
GIRONDE : COMMUNES SUIVIES POUR LE MOUSTIQUE TIGRE,4354,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
SECTIONNEMENT,4372,SIAEP LALINDE - Vanne de sectionnement du réseau,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fbd
PRESENCE DE VEGETAL (NDVI) DANS LES ZONES URBANISEES DE COMMUNES LITTORALES,4445,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
PYLONES,4469,IGN - BDtopo - Pylones,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b8e
PLU I,3276,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
SCAN 50,260,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
COUVERTURE 3G,957,CG47 - Couverture WiMAX du département,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7843
ZPPAUP : 24,1969,DRAC - ZPPAUP,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7c00
ZPPAUP : 33,1970,DRAC - ZPPAUP,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7c00
ZPPAUP : 40,1971,DRAC - ZPPAUP,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7c00
ZPPAUP : 47,1972,DRAC - ZPPAUP,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7c00
ZPPAUP : 64,3245,DRAC - ZPPAUP,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7c00
ESTOMPAGE 1/25 000,5,IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864
ESTOMPAGE 1/50 000,6,IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864
BASSINS VERSANTS,35,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
EQUIPEMENT TRANSPORT (GARE SNCF, GARE ROUTIERE…),96,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
CARROYAGE UTM,174,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
ASA DFCI,182,ARDFCI - Contour des ASA de DFCI,FeatureTypeInfoImpl-6055af01:139f8af61b3:-2290
PPR - ATLAS,211,DDT 47 - Atlas zones inondables (hors PPRI),FeatureTypeInfoImpl-1bfa188e:149eb73da18:-23c7
PPR - ZONAGE,212,CDC Piémont Oloronais - Repérage Général Zonage,FeatureTypeInfoImpl-2245790e:1419d048044:179
POS LITTORAL,276,SAGE - Dunes modernes du littoral landais d'Arcachon à Mimizan Plage,FeatureTypeInfoImpl--524a0744:1527958b054:214e
INDUSTRIE DES BASSINS VERSANTS,349,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
AGRICULTURE BIO,369,Agriculture - Consommations d'énergie en 2012,FeatureTypeInfoImpl--32412c87:14eb5c1082f:-112e
ETABLISSEMENTS DE CHIRURGIE,3337,ARS - Chirurgie,FeatureTypeInfoImpl-59b62a1c:15047e2a372:5635
LIEU DIT,3357,Chef lieu de Canton,FeatureTypeInfoImpl-422659b1:132b0a3003b:-7a86
CARTE ZONE D'ATTRACTIVITE ET BASSINS DE VIE,3381,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
CARTE DES ASSOCIATIONS SPORTIVES,3383,Pays du Grand Bergeracois - Associations,FeatureTypeInfoImpl-1bf44d9a:1492c93c8c2:3621
DYNAMIQUE DE CREATION DES SITES DE MAIRIES,451,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
MISE A JOUR CONSTATEE SUR LES SITES WEB DE MAIRIES,453,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
OUTILS CARTO SUR SITE WEB MAIRIES,454,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
PRESENCE ELEMENTS VIDEO SUR SITE WEB MAIRIES,455,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
CONTACT ELECTRONIQUE PROPOSE SUR SITE WEB MAIRIES,456,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
OCCUPATION SOL,543,CG33 - Occupation du Sol en Gironde,FeatureTypeInfoImpl--47b66809:1336ecb0c7e:-7f13
CONTOURS DES PAYS DES PYRENEES,569,GIP ATGeRi - Contours des ASA,FeatureTypeInfoImpl--4257e7f7:152a1378bf8:ef
CONTOURS DES GAL,572,GIP ATGeRi - Contours des ASA,FeatureTypeInfoImpl--4257e7f7:152a1378bf8:ef
LIGNE BUS,662,RTE - Ligne de transport d'électricité HTB,FeatureTypeInfoImpl--61be1724:14b2fb6dc4f:881
RESEAU FERRE - ELECTRIFICATION (RGI),722,RFF - Electrification,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d72
RESEAU FERRE - GARE (RGI),735,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
RECENSEMENT SITES WEB DES MAIRIES EN AQUITAINE 2008,751,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
COUVERTURE TNT,778,CG47 - Couverture WiMAX du département,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7843
ESTOMPAGE : DORDOGNE,862,IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864
ESTOMPAGE : LOT ET GARONNE,864,IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864
ESTOMPAGE : GIRONDE,865,IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864
ESTOMPAGE : LANDES,866,IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864
ESTOMPAGE : PYRENEES ATLANTIQUES,868,IGN - Estompage,CoverageInfoImpl-1eb62fe:13267fa6b96:-7864
POSTES DISTRIBUTION PUBLIQUE HTB-HTA ET HTA-BT,1292,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
POSTES CLIENTS ET PRODUCTEURS,1293,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
BASSINS PLUVIAUX A ACCES PUBLIC,1399,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
PLU : PLANCHE,1438,Asso Du pin sur la planche - arbres plantés,FeatureTypeInfoImpl--1ff25990:14204a38c0f:36f2
PLU : ZONES,1440,AURBA - Bâtiments des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f93
BASSINS DE VIE PYRENEENS,1561,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
LIMITES DES ARRONDISSEMENTS DES DOM,1734,IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99
LISTE SUBVENTIONS AUX ASSOCIATIONS ET FONDATIONS RECONNUES D'UTILITE PUBLIQUE 2010,1857,Pays du Grand Bergeracois - Associations,FeatureTypeInfoImpl-1bf44d9a:1492c93c8c2:3621
POSTES A QUAI,1894,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
POSTES DE CHARGE DANS L'AGRICULTURE EN AQUITAINE EN 2007 ET 2008,1939,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
PLU GOES,2082,CDC Piémont Oloronais - PLU Goes,FeatureTypeInfoImpl--79440f42:138767bc643:-7d94
PLU ARCACHON,2200,CR Aqutaine - Bassin Arcachon 1.5ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae2fc9792:14ca
ETALAB : INVENTAIRE ET CARACTERISTIQUES DES BASSINS 2010 - EAU DE SURFACE ADOUR GARONNE,2759,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
REPARTITION POP : ARRONDISSEMENTS 2009,2784,IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99
MAIRIES : ADRESSES,3217,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
RGE ALTI,3243,BD ALTI - courbes de niveau DORDOGNE,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7da4
BASSINS DE VIE,3260,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
PAYS ET INTERCOMMUNALITE (40) - 2014,3868,Pays du Grand Bergeracois - Intercommunalite,FeatureTypeInfoImpl-278241d0:14b018484a6:-7b08
PAYS ET INTERCOMMUNALITE (64) - 2014,3869,Pays du Grand Bergeracois - Intercommunalite,FeatureTypeInfoImpl-278241d0:14b018484a6:-7b08
PAYS ET INTERCOMMUNALITE (47) - 2014,3870,Pays du Grand Bergeracois - Intercommunalite,FeatureTypeInfoImpl-278241d0:14b018484a6:-7b08
PAYS ET INTERCOMMUNALITE (24) - 2014,3872,Pays du Grand Bergeracois - Intercommunalite,FeatureTypeInfoImpl-278241d0:14b018484a6:-7b08
PAYS ET INTERCOMMUNALITE (33) - 2014,3873,Pays du Grand Bergeracois - Intercommunalite,FeatureTypeInfoImpl-278241d0:14b018484a6:-7b08
PNRLG - OCS,3876,PNRLG - Assiettes de Pays,FeatureTypeInfoImpl--4257e7f7:1529d548daa:53de
DICTIONNAIRE : INTERCOMMUNALITE,3939,Pays du Grand Bergeracois - Intercommunalite,FeatureTypeInfoImpl-278241d0:14b018484a6:-7b08
MSD : SECTEURS,3991,SIAEPA de Saint-Selve - Compteurs de secteurs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f4c
BASSINS RETENUE RESEAU ASSAINISSEMENT,4038,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
CONTOURS LOTISSEMENTS,4078,GIP ATGeRi - Contours des ASA,FeatureTypeInfoImpl--4257e7f7:152a1378bf8:ef
LOCALISATION DES POSTES CENTRALISES REGISSANT LES CARREFOURS A FEUX,4140,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
CENTRES DE RASSEMBLEMENTS ET POSTES DE CONTRÔLE,4315,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
NOUVELLE-AQUITAINE : LES BASSINS DE VIE SELON INSEE,4386,GIP ATGeRi - Bassins de vie,FeatureTypeInfoImpl-7a7bae0a:141b78e4b0c:-6f62
OCCUPATION SOL SAGE MEDOCAIN,69,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
OCCUPATION SOL BD CARTO,72,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
TRAFIC ROUTIER,90,RFF - Trafic TER,FeatureTypeInfoImpl--60870653:141bc392aa4:-4b97
RISQUE NRBC,120,DREAL - Communes soumises au risque Atmosphere,FeatureTypeInfoImpl--25674c34:158e440feda:444f
ZONE CŒUR,156,Commune de Mézin - Zone Ai du PLU,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-b48
ESPACE VERT,186,IGN BD TOPO - PAI espace naturel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e82
PATRIMOINE FONCIER,208,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
PERIMETRE DE PROTECTION DES SOURCES DE CAPTAGE D EAU,230,CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802
OCCUPATION SOL DES PAYS AQUITAINS,246,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
ZONE HUMIDE,274,EPIDOR - Zones à Dominante Humide (Limousin),FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-5a10
PATRIMOINE RELIGIEUX,298,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
PATRIMOINE MONUMENTAL,299,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
PATRIMOINE ARCHEOLOGIQUE,301,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
PATRIMOINE CIVIL,302,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
SALLES DES FETES,412,Pays du Grand Bergeracois - Salles des Fêtes,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:196a
ETALAB : OCCUPATION DU TERRITOIRE,3452,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
FEUX TRICOLORES,439,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
SITE INDUSTRIEL,447,IGN BD TOPO - PAI industriel commercial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e84
POINT DE CAPTAGE EAU POTABLE,449,CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802
PISTES DFCI,615,Infrastructures Cyclables Existantes - Référentiel Unique département de la Gironde 33 - Atelier pistes cyclables,FeatureTypeInfoImpl-3215f0b9:1501e697e6c:-5c68
PATRIMOINE MONDIAL DE L UNESCO,624,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
CONTOUR DES FEUX DE FORET SUPERIEUR A 5 HA,652,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
CADASTRE GOES,915,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
CADASTRE OGEU,921,CC Montesquieu - Cadastre 2012 - Bâti,FeatureTypeInfoImpl-4e3547f4:13c6cc45535:-a3f
ARCHITECTURE ET PATRIMOINE,950,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
PLAN CADASTRAL,1418,Parcellaire cadastral avec propriétaires,FeatureTypeInfoImpl-4349e99d:137e1492a6d:-7e26
RESEAU TRANSPORT GAZS : ZONE DE SECURITE AUTOUR CANALISATIONS,1517,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
PATRIMOINE DU XXEME SIECLE,1653,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
COUVERTURE ADSL,1690,CG47 - Couverture WiMAX du département,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7843
BATHYMETRIE - PASSES,1847,GPMB - Passes,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:179
IRRIGATION COLLECTIVE : CANALISATIONS,1864,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
OCCUPATION DU PARC DE LOGEMENT PAR RAPPORT AUX PLAFONDS HLM EN AQUITAINE EN 2007,1937,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
IMMOBILIER : PATRIMOINE VECTEUR,2149,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
PATRIMOINE ADRESSES GRAVEES,2150,CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96
PLU ARES,2201,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
WEB_1-40_LES CIRCONSCRIPTIONS LÉGISLATIVES DU DÉPARTEMENT DE LA DORDOGNE,2272,GPMB - Circonscriptions,FeatureTypeInfoImpl--3e77d70f:141973dd3d9:-3b80
ORTHO 2003,2691,CA Cote Basque Adour - Ortho 2011 2,5m,CoverageInfoImpl-381b45bf:144f98e152b:-74d5
PPRI - ZONAGE,2706,CDC Piémont Oloronais - Repérage Général Zonage,FeatureTypeInfoImpl-2245790e:1419d048044:179
ETALAB : OCCUPATION DU TERRITOIRE (1990 ET 2000) - SURFACE ZONES INCENDIEES,3004,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
PLANTE RENOUEE DU JAPON : CHYDRO,3177,APRN - Chydro,FeatureTypeInfoImpl--3e77d70f:141987e3e5e:-1570
CAPTAGE EAU POTABLE,3181,CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802
ITPC : LOCALISATION,3230,DDTM 33 - Localisation des stations d'epuration,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e84
CAPTAGE D'EAU : PERIMETRES DE PROTECTION ELOIGNE (PPE),3234,CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802
CAPTAGE D'EAU : PERIMETRES DE PROTECTION RAPPROCHE (PPR),3235,CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802
CAPTAGE D'EAU : PERIMETRES DE PROTECTION IMMEDIAT (PPI),3236,CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802
ETALAB : OCCUPATION DU TERRITOIRE (1990 ET 2000) - SURFACES LANDES ET BROUISSAILLES,3528,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
ICPE - INDUSTRIES,3593,Chambre agriculture 64 - Industries agro-alimentaires,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dcc
EPAVES DE L'ESTUAIRE,3681,GPMB - Epaves,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:62bf
ROUTE 120®,3733,CG64 - Bornage route,FeatureTypeInfoImpl-52f4f10e:137bcd6e4e0:-6ab4
DOC : ORDRE OPERATIONS FEUX DE FORET 2016 : GIRONDE,3763,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
PAYS DU GRAND BERGERACOIS - 2009,3791,Pays du Grand Bergeracois - Ambulances,FeatureTypeInfoImpl--3ec8a186:148eea01a3b:-3b39
PAYS DU GRAND BERGERACOIS - 2013,3792,Pays du Grand Bergeracois - Ambulances,FeatureTypeInfoImpl--3ec8a186:148eea01a3b:-3b39
PAYS DU GRAND BERGERACOIS - 2014,3793,Pays du Grand Bergeracois - Ambulances,FeatureTypeInfoImpl--3ec8a186:148eea01a3b:-3b39
CANTON 2011,3855,Chef lieu de Canton,FeatureTypeInfoImpl-422659b1:132b0a3003b:-7a86
CANTON 2014,3861,Chef lieu de Canton,FeatureTypeInfoImpl-422659b1:132b0a3003b:-7a86
PNRLG ET SON OCCUPATION DU SOL EN 2006,3880,DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b
TERRITOIRES MAIA,4022,CR Aquitaine - Territoires de projet,FeatureTypeInfoImpl-19097143:15350c1b295:-2091
ZONAGE CLIC,4026,CDC Piémont Oloronais - Repérage Général Zonage,FeatureTypeInfoImpl-2245790e:1419d048044:179
LYONNAISE DES EAUX - CANALISATIONS EAU POTABLE,4046,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
SAECB - CANALISATIONS EAU POTABLE,4047,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
LYONNAISE DES EAUX - CANALISATIONS DEPOSEES RESEAU EAU POTABLE,4048,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
CANALISATIONS RESEAU ALIMENTATION EAU INDUSTRIELLE,4049,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
CANALISATIONS FICTIVES RESEAU ALIMENTATION EAU INDUSTRIELLE,4050,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
LOCALISATION CARREFOURS A FEUX,4134,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
LYONNAISE DES EAUX - PROTECTIONS CANALISATIONS RESEAU D'EAU,4215,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
LYONNAISE DES EAUX - RACCORDS DE CANALISATIONS RESEAU D'EAU,4216,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
SAECB - RACCORDS CANALISATIONS RESEAU D'EAU,4239,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
LYONNAISE DES EAUX - CANALISATIONS RESEAU EAU POTABLE,4273,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
AQUITAINE : LOCALISATION DEPARTS DE FEUX (2006-2014),4501,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
NOUVELLE-AQUITAINE : NOMBRE DEPARTS DE FEUX (2006-2014),4503,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
DONNEES IFN,87,IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e
PASSAGE A GUE,107,RFF - Passage à niveau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d78
RESERVE D'EAU,125,Commune de Mézin - Emplacement Reserve,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-39a4
PRISE D'EAU,138,Cadaujac - Réseau d'eau potable,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7ee4
FORET COMMUNALE,191,CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5
POINT ADRESSE,252,IGN BDAdresse - Points Adresse,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d9a
BD CARTO,254,IGN BD TOPO - Constructions légères,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e54
