Cartogip,ID Cartogip,GeoServer,ID GeoServer
ddt - Plans d'eau et retenues collinaires,439,FD pêche 33 - Plans d'eau AAPPMA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7daa
cadastre - Cadastre -  PCI  (2 CDC),473,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
projets_infrastructures - Tracés LGV SEA au 24 06 2011,1024,ASP - RPG 2011 Dept 24,FeatureTypeInfoImpl-d424538:14887ec5266:-692d
limites_admin - Contour Grande Region,4,GIP ATGeRi - Contour Region Aquitaine,FeatureTypeInfoImpl-5013164b:13d7b70c49f:-691b
cadastre - Cadastre IGN Aquitaine,470,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
grdf - Canalisations GRDF,668,GRDF - Réseau de transports gazs,FeatureTypeInfoImpl--60870653:141bb06f07b:-7f6f
limites_admin - Communes 64,1291,INSEE - Part des chômeurs entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:41c1
formation_temp - Formation contour region,1428,GIP ATGeRi - Contour Region Aquitaine,FeatureTypeInfoImpl-5013164b:13d7b70c49f:-691b
z_test_formation - Contour nouvelle region test,1449,GIP ATGeRi - Contour Region Aquitaine,FeatureTypeInfoImpl-5013164b:13d7b70c49f:-691b
cadastre - Cadastre IGN Aquitaine,1938,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
ign_courbes_niveau - Courbes de niveau,946,BD ALTI - courbes de niveau LANDES,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7da0
projets_infrastructures - Projet LGV SEA au 01 02 2012,1048,RFF - Projet LGV GPSO 1000m,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d6e
dreal_tri - Aléa Forte Proba,1414,Dreal-TRI-Hauteur eau Aléa Forte Proba-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-4999
dreal_tri - Aléa Forte Proba,1429,Dreal-TRI-Hauteur eau Aléa Forte Proba-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-4999
dreal_tri - Aléa Faible Proba,1451,Dreal-TRI-Hauteur eau Aléa Faible Proba-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-49ef
dreal_tri - Aléa Faible Proba,1452,Dreal-TRI-Hauteur eau Aléa Faible Proba-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-49ef
telespazio - Contour de feux 2015,91,CRPF Aquitaine - Contour du PSG - Mai 2015,FeatureTypeInfoImpl--3ce68516:141a7ed191b:414a
dreal_tri - Aléa Moyen Proba,1430,Dreal-TRI-Hauteur eau Aléa Moy Proba av chmt climat-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-47d7
dreal_tri - Aléa Moyen Proba,1431,Dreal-TRI-Hauteur eau Aléa Moy Proba av chmt climat-Subm,FeatureTypeInfoImpl-5a07631d:14d667a418d:-47d7
projets_infrastructures - Fuseau retenu LGV GPSO,472,RFF - Projet LGV GPSO 1000m,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d6e
projets_infrastructures - Hypothèse de tracé LGV GPSO,735,RFF - Projet LGV GPSO 1000m,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d6e
ddtm47 - Etablissements scolaires du 2nd degré,1050,Rectorat - Etablissements du 1er degré Novembre 2016,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d80
politiques_publiques - Soutenir le développement durable du littoral aquitain,716,GIP Littoral - Plan plages littoral Aquitain,FeatureTypeInfoImpl--64db1a4f:15a947f3880:315b
wms_externe - Plan de zonage PLU - CUB,173,CDC du Mézinais - Zonage du Plan Local de l'Urbanisme,FeatureTypeInfoImpl-2245790e:1419dadf6d9:-3372
ocs - Surface N en 2000 devenues A en 2009,329,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface N en 2000 devenues F en 2009,337,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface N en 2000 devenues U en 2009,338,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface A en 2000 devenues N en 2009,339,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface A en 2000 devenues F en 2009,340,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface A en 2000 devenues U en 2009,341,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface F en 2000 devenues N en 2009,342,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface F en 2000 devenues A en 2009,343,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface F en 2000 devenues U en 2009,344,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
departement33 - Contournement bassin d'Arcachon,382,Vue aérienne Couleur de 2012 du Bassin d'Arcachon,CoverageInfoImpl-3dad044:1455f931d07:-4df3
ocs - Surface U en 2000 devenues N en 2009,488,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface U en 2000 devenues A en 2009,489,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
ocs - Surface U en 2000 devenues F en 2009,490,GIP ATGeRi- OCS évolution entre 2000 et 2009,FeatureTypeInfoImpl--bc07016:15722ad054c:-1e0b
patrimoine_culturel - Périmètre de protection modifié,661,CDC Estuaire - Périmètre de la ZPS (Zone de Protection Spéciale),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-e4c
ddtm47 - Etablissements scolaires du premier degré,1052,PIGMA - Emprise au sol des établissements scolaires du 2nd degré - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-5e8f
indicateurs_conso_fonciere - Voies ferrées,1307,IGN BD TOPO - Tronçons voies ferrées,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e36
sidpc - SIDPC47  - Zones tampons signalements,509,SRCE_2014_EF  - zones urbanisées,FeatureTypeInfoImpl--1349261:1431092c4c4:3798
ddtm47 - Réseau de transport de gaz haute pression TIGF,970,RTE - Support du réseau de transport électrique aérien,FeatureTypeInfoImpl--61be1724:14b3003c04e:-35dc
statistiques - Nombre de points d'accès public à Internet,859,RAUDIN - Point d’Accès Public à Internet (PAPI),FeatureTypeInfoImpl-5d223b53:134e5d6d059:-358f
indicateurs_conso_fonciere - Espace du réseau ferré,1095,RFF - Réseau ferré Aquitain et Poitou-Charentes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d68
limites_admin - Departements Grande Region,9,departements,FeatureTypeInfoImpl--474ece09:133208a1f4e:-7a83
sidpc - Nouvelles communes infectées en 2015,33,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
limites_admin - Communes Grande Région,35,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
gip_atgeri - Cantons 2010,84,Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049
24,115,ARS - PPE 24 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:14ca
gip_atgeri - Cantons 2010,156,Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049
40,199,ARS - PPE 40 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1769
47,200,ARS - PPE 47 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:469c
limites_admin - Départements,208,Départements,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdb
sidpc - Nouvelles communes infectées en 2015,283,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
24,309,ARS - PPE 24 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:14ca
pompier - SDIS47 - Signalements (>30 jours - Archives),371,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
64,429,ARS - PPE 64 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:4704
limites_admin - Cantons,476,Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049
limites_admin - Communautés ou groupements de communes,487,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
33,499,ARS - PPE 33 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1697
sidpc - Communes surveillées pour le moustique tigre en 2014,585,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
sidpc - Communes dont l'infection a commencé avant 2015,587,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
pompier - SDIS47 - SITAC (<=30jours),615,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
pompier - SDIS47 - SITAC (>30 jours - Archives),617,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
pompier - SDIS47 - Zones tampons signalements,620,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
pompier - SDIS47 - Signalements (<=30jours),623,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
pompier - SDIS47 - Zones tampons signalements archives,624,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
bdtopo - Communes,649,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
33,671,ARS - PPE 33 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1697
coz - Sanitaire,688,Chambre agriculture 33 - Bulletin Sanitaire Vegetal BSV Parcelles,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:-45ad
bdtopo - Départements,728,Départements,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdb
64,729,ARS - PPE 64 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:4704
bdtopo - Communes,1117,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
indicateurs_conso_fonciere - Communes analysées,1123,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
Urgences,1133,ARS - Urgences (Réservé ARS),FeatureTypeInfoImpl-29107397:1504be48c1c:70d4
47,1165,ARS - PPE 47 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:469c
40,1166,ARS - PPE 40 - Périmètres de protection éloignés des captages,FeatureTypeInfoImpl--1812fe21:13fece6373d:1769
coz - Sites,1173,CDC Bourg en Gironde - Sites touristiques remarquables,FeatureTypeInfoImpl--65d22c8b:140e2f62cb9:6bc8
limites_admin - Communes de Gironde,1222,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
eau - Communes BCAE33 zone 1,1298,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
bdtopo - Communes,1314,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
Référentiel SDIS47 (04/2017),1424,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
sidpc - Nouvelles communes infectées en 2015,1471,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
sidpc - Communes surveillées en 2016,1475,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
pompier - SDIS47 - SITAC,1497,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
limites_admin - Départements Grande Région,1505,Départements,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdb
cub - Arrêts,1552,CA Grand Dax - Arrêts Couralin,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-554b
cub - Lignes,1553,IGN BD TOPO - Lignes électriques,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e40
geofla - Cantons,1589,Cantons,FeatureTypeInfoImpl--40801fd5:13569610c66:-5049
rff - Gares,1597,IGN BD TOPO - Gares,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e3a
dfci - Communes à dominante forestière,1599,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
bdtopo - Communes,1614,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
erp - Erp - Bâtiments,1616,AURBA - Bâtiments des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f93
erp - Erp - Contours,1622,AURBA - Contours des zones d'activités,FeatureTypeInfoImpl-1f027e38:13c8e8c3c25:-5f8f
geofla - Communes de Gironde,1628,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
admin_express - Communes,1697,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
admin_express - Communes,1698,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
admin_express - Communautés ou groupements de communes (EPCI),1702,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
admin_express - Départements,1703,Départements,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdb
admin_express - Départements,1710,Départements,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdb
limites_admin - Communautés ou groupements de communes (EPCI),1783,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
sidpc - Moustique tigre Communes infectées,1874,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
pompier - Sdis47 - SITAC,1972,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
pompier - Sdis47 - SITAC,2009,SDIS 47 - ERP,FeatureTypeInfoImpl-328c2f39:15336d544b1:7f86
geofla - Communes de Gironde,2044,Communes,FeatureTypeInfoImpl--75a9eb42:1328aaba535:-7fdd
ddtm47 - Campings,919,DDTM 33 - Campings,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e94
gip_atgeri - Arrondissements,17,IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99
gip_atgeri - Arrondissements,155,IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99
limites_admin - Arrondissements,171,IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99
bdtopo - Mairies,213,Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033
erp - Sites ERP,287,CDC Bourg en Gironde - Sites touristiques remarquables,FeatureTypeInfoImpl--65d22c8b:140e2f62cb9:6bc8
batiments - ERP,482,CDC Piémont Oloronais - Batiments,FeatureTypeInfoImpl-2245790e:1419d048044:30
ars - Services de psychiatrie,514,ARS - Psychiatrie,FeatureTypeInfoImpl-29107397:1504b94e0ea:39e2
ars - Services de médecine préventive,519,ARS - Médecine,FeatureTypeInfoImpl-59b62a1c:1504780c7b3:ef6
pompier - Postes de secours,579,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
rte - Postes de transformation,586,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
pompier - Sites et postes de commandement,609,Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c
ars - Services de médecine,819,ARS - Médecine,FeatureTypeInfoImpl-59b62a1c:1504780c7b3:ef6
ars - Services de chirurgie,821,ARS - Chirurgie,FeatureTypeInfoImpl-59b62a1c:15047e2a372:5635
ars - Services de réanimation,904,ARS - Réanimation,FeatureTypeInfoImpl-29107397:1504bfcb2ce:-7ee2
importation - Result inteserct vegetation contours asa,1116,GIP ATGeRi - Contours des ASA,FeatureTypeInfoImpl--4257e7f7:152a1378bf8:ef
PLAN IGN,1141,CA Cote Basque Adour - Plan Local de l'Urbanisme,FeatureTypeInfoImpl-2245790e:1419d64a909:-49ce
crpf - PDM,1154,CRPF Aquitaine - Contour du PSG - Mai 2015,FeatureTypeInfoImpl--3ce68516:141a7ed191b:414a
geofla - Arrondissements,1578,IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99
admin_express - Arrondissements,1701,IGN - Arrondissements,FeatureTypeInfoImpl-3e4679f5:133887f8025:-7b99
dfci - ASA,1718,ARDFCI - Contour des ASA de DFCI,FeatureTypeInfoImpl-6055af01:139f8af61b3:-2290
onf - ONF : contours des Parcelles Forestières,1784,GIP ATGeRi - Contours des ASA,FeatureTypeInfoImpl--4257e7f7:152a1378bf8:ef
erp - Sites ERP,1792,CDC Bourg en Gironde - Sites touristiques remarquables,FeatureTypeInfoImpl--65d22c8b:140e2f62cb9:6bc8
dreal - Enveloppes synthetiques (faible probabilité de crues),2,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
dreal - Enveloppes synthetiques (moyenne probabilité de crues),3,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
dreal - Enveloppes synthetiques (faible probabilité de crues),5,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
pompier - Feux 2015,6,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
crpf - Travail du sol,36,ENSAP Bordeaux - Travaux des étudiants travail,FeatureTypeInfoImpl--762e2069:151110c6cfe:-7430
pompier - Détection des feux 2013,121,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Détection des feux 2014,152,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
cadastre - Bati,210,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
bdtopo - Bati,215,IGN - BDtopo - Pylones,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b8e
dreal - Enveloppes synthetiques (forte probabilité de crues),317,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
pompier - Feux 2014,475,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
dreal - Aléa Moyenne Probabilité,511,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
dreal - Aléa Forte Probabilité,512,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
Site classé,533,SYSDAU - Terroir viticole à enjeu classé en espace naturel majeur,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7de6
collecte - Bati,549,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
projets_infrastructures - Canalisations existantes,555,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
projets_infrastructures - Pistes adaptées par RFF (juillet 2012),562,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
projets_infrastructures - Franchissements adaptés par RFF juillet 2012,566,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
projets_infrastructures - Rétablissements RFF septembre 2011,571,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
projets_infrastructures - Canalisations projetees,606,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
Fond SDIS24,656,SDIS 24 - Hydrants,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-5a2f
dreal - Aléa Faible Proba,799,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
wms_externe - Stations hydrométrie - DREAL,850,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
pompier - Detection des feux par date,874,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
projets_infrastructures - Variantes RFF juillet 2011,902,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
ddtm47 - Zone de securité autour des canalisations de gaz,928,TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194
projets_infrastructures - Pistes adaptées par RFF aout 2012,958,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
collecte - Deci,961,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
pompier - Feux 2017,995,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
projets_infrastructures - Rétablissements RFF juillet 2011,1029,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
projets_infrastructures - Points kilometriques RFF septembre 2011,1044,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
projets_infrastructures - Points kilometriques RFF septembre 2011,1267,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
projets_infrastructures - Rétablissements RFF septembre 2011,1278,RFF - Gare,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d7a
cadastre - Bati,1339,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
pompier - Départs de feux 2017,1354,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Detection des feux,1372,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Feux 2010,1379,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Feux 2011,1380,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Feux 2012,1381,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Feux 2013,1382,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Feux 2016,1383,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Feux 2017,1385,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Détection des feux 2015,1399,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Départs de feux 2017,1409,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
cub - Stations VCUB,1549,SIAEPA de La Brède - Stations d'épuration,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f38
pompier - Feux 2015,1735,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
pompier - Feux,1736,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
patrimoine_culturel - ZPPAUP Aquitaine Midi Pyrénées,1779,DRAC - ZPPAUP,FeatureTypeInfoImpl-2fa548b8:13291b4bfc7:-7c00
ddpp - Etablissements,1822,ARS - Etablissements pour adultes handicapés,FeatureTypeInfoImpl-59b62a1c:15046737959:-4f4b
pompier - Feux 2017,1893,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
cadastre - Bati,1914,Cadastre - Communes (IGN BDParcellaire) Nov 2013,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-756b
pompier - Détection des feux 2016,1971,GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc
tmp - Test sn point,1974,CR Aqutaine - Eolien posé - Calcul des potentiels technico-économiques - Point,FeatureTypeInfoImpl-40b93b40:14ae3fb4fdb:-4961
ddcspp - Elevage porcin,8,DDCSPP 47 - Elevages Porcins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3087
ddcspp - Elevage porcin,226,DDCSPP 47 - Elevages Porcins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3087
ddcspp - Elevage bovin,247,DDCSPP 47 - Elevages bovins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fa2
icpe - Icpe33 batiments panel,254,DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062
02-03 Mars - Ile de Ré,257,CR Aquitaine - EPCI - Mars 2015,FeatureTypeInfoImpl-19088863:140f35c1596:-7018
wms_externe - PPRI 24 - Synthèse des zonages règlementaires,324,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
bdtopo - Gares,415,IGN BD TOPO - Gares,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e3a
raster - Fond GIP,486,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
ddcspp - Elevage porcin,584,DDCSPP 47 - Elevages Porcins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3087
Scan25 express,594,IGN - Scan 25 Express,CoverageInfoImpl-35aed7c:1543cfbf519:-232b
eau - Caractérisation crs eau GIP,714,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
wms_externe - PPRI 40 - Synthèse des zonages règlementaires,748,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
novaqt - Santé,780,CA Cote Basque Adour - Santé,FeatureTypeInfoImpl-2245790e:1419d44a43e:-20d7
wms_externe - PPRI 47 - Synthèse des zonages règlementaires,887,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
wms_externe - PPRI 64 - Synthèse des zonages règlementaires,888,DREAL - PPRI,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-77b7
eau - Cours eau réservés,915,Cadaujac - Emplacement réservés PLU,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f04
bdtopo - Voies,1183,IGN - BDtopo - Pylones,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b8e
bdtopo - Eau de surface,1186,IGN BD TOPO - Surface eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e6a
wms_externe - fond GIP 4000 GCIS,1264,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
bdtopo - Routes,1422,IGN BD TOPO - Routes,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e24
ddcspp - Elevage bovin,1527,DDCSPP 47 - Elevages bovins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fa2
cub - Parcs relais,1550,Pays du Grand Bergeracois - Relais assistances maternelles,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:-29ba
sidpc - Campings,1600,SIRTAQUI - Campings,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45d0
rff - Passages à niveau,1605,RFF - Passage à niveau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d78
rff - Ponts routes,1619,AURBA - Routes des zones d'activités,FeatureTypeInfoImpl-510f4e81:13c906090df:-7ff0
Fond cartographique du GIP ATGeRi (maj 03/2017),1621,GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84
dgfip - Section,1785,PCI vecteur 64 - Section (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7dd8
sidpc - Campings,1878,SIRTAQUI - Campings,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45d0
