Cartogip,ID Cartogip,BSD,ID BSD
politiques_publiques - Quartiers CUCS hors ZUS,277,CARTES SITES -ZONAGES ZUS ET CUCS,3901
departement33 - Contournement bassin d'Arcachon,382,OCA : MESURES DES FLUX DE CO2 - BASSIN D'ARCACHON,2904
ocs - Surfaces consommées par les espaces U entre 2000 et 2009,492,RECENSEMENT AGRICOLE ENTRE 2000 ET 2010,3755
limites_admin - Communautés ou groupements de communes,487,WEB_1-30_LES COMMUNAUTÉS DE COMMUNES (EPCI) DU DÉPARTEMENT DE LA DORDOGNE,2263
filiere_bois - Points d'entrée des sites de stockage,576,SITES TOURISTIQUES : POINTS REMARQUABLES,3239
z_test_formation - Contour nouvelle region test,1449,ATLAS REGIONAL DE LA REGION NOUVELLE AQUITAINE,4330
dreal - Hauteur eaux TRI Tonneins - Marmande (forte probabilité),311,LYONNAISE DES EAUX : HAUTEUR DE LA GARONNE,1453
dreal - Hauteur eaux TRI Tonneins - Marmande (moyenne probabilité),313,LYONNAISE DES EAUX : HAUTEUR DE LA GARONNE,1453
dreal - Hauteur eaux TRI Tonneins - Marmande (faible probabilité),314,LYONNAISE DES EAUX : HAUTEUR DE LA GARONNE,1453
xynthia - Basées sur témoignages sans vérifications terrain,843,OCA : SUBMERSION XYNTHIA - SURFACES INONDEES APRES VERIFICATION TERRAIN,2988
patrimoine_culturel - Zone de protection archéologique,211,NATURA 2000 : ZPS (OISEAU) ZONE DE PROTECTION SPÉCIALE,220
pompier - Feux 2015,6,FEUX,1850
ddcspp - Elevage porcin,8,ELEVAGE,363
sidpc - Camping risques,19,CAMPING,17
ddcspp - Elevage ovin/caprin,25,ELEVAGE,363
Arreté de protection de Biotope,61,BIOTOPE,316
24,115,OCS-CLC 1990 : 24,1383
pompier - Détection des feux 2013,121,FEUX,1850
pompier - Détection des feux 2014,152,FEUX,1850
insee - Population,170,POPULATION,325
40,199,LAGUNES 40 : INVENTAIRE,377
47,200,OCS-CLC 1990 : 47,1380
cadastre - Section,207,CADASTRE,79
bdtopo - Mairies,213,MAIRIES,410
bdtopo - routes fondGIP,214,ROUTES,3176
coz - Energie,216,ETALAB : PRODUCTION D'ENERGIE PRIMAIRE BOIS ENERGIE,3479
ddcspp - Elevage porcin,226,ELEVAGE,363
ddcspp - Elevage bovin,247,ELEVAGE,363
ddcspp - Elevage ovin/caprin,248,ELEVAGE,363
ddcspp - Elevage avicole / volaille,249,ELEVAGE,363
politiques_publiques - Quartiers dérogatoires Article 6 hors ZUS,278,QUARTIERS,1774
bdtopo - Hydrographie,305,HYDROGRAPHIE,3784
24,309,OCS-CLC 1990 : 24,1383
pompier - Sitac (>30 jours),323,SITAC,3594
pompier - Routes barrées (<=90jrs),330,ROUTES,3176
carmen - Zico,388,ZICO,29
insee - Population par départements (2008),391,POPULATION,325
pompier - Sitac (<= 30 jours),428,SITAC,3594
64,429,OCS-CLC 1990 : 64,1379
ddt - Digues de protection des populations,440,DIGUES,44
pompier - Feux 2014,475,FEUX,1850
insee - Population commune (2006),483,COMMUNE,176
33,499,LAGUNES 33 : INVENTAIRE,295
ddtm47 - Terrains de camping,542,CAMPING,17
reseau_routier - Routes goudronnées non nommées,548,ROUTES,3176
projets_infrastructures - Canalisations existantes,555,CANALISATIONS,1903
ddcspp - Elevage porcin,584,ELEVAGE,363
projets_infrastructures - Canalisations projetees,606,CANALISATIONS,1903
pompier - SDIS47 - SITAC (<=30jours),615,SITAC,3594
pompier - SDIS47 - SITAC (>30 jours - Archives),617,SITAC,3594
insee - Population par commune (2007),655,COMMUNE,176
pompier - Routes barrées (>30jrs),657,ROUTES,3176
grdf - Canalisations GRDF,668,CANALISATIONS,1903
33,671,LAGUNES 33 : INVENTAIRE,295
carmen - Sage,674,SAGE,235
coz - Sanitaire,688,RISQUE SANITAIRE EPIZOOTIE PANDEMIE,122
pompier - Chateaux d'eau forestiers,704,CHATEAUX,663
politiques_publiques - Soutenir le développement durable des quartiers sensibles,720,QUARTIERS,1774
64,729,OCS-CLC 1990 : 64,1379
novaqt - Habitat,745,HABITAT,560
pompier - Sitac (>30 jours),827,SITAC,3594
raster - Relief MNT,828,RELIEF,578
xynthia - Degats digues,851,DIGUES,44
wms_externe - PLU 47,858,PLU,237
pompier - Detection des feux par date,874,FEUX,1850
Commune Loi Littoral,890,COMMUNE,176
collecte - Voirie,910,VOIRIE,109
pompier - Chateaux d'eau AEP,924,CHATEAUX,663
reseau_routier - Routes goudronnés nommées,929,ROUTES,3176
ddtm47 - Ecluses 47,930,ECLUSES,1519
ddcspp - Elevage ovin/caprin,933,ELEVAGE,363
pompier - Sitac (<=30jours),948,SITAC,3594
projets_infrastructures - Assainissement existant (CG),985,ASSAINISSEMENT,3691
pompier - Feux 2017,995,FEUX,1850
wms_externe - Hydrographie Bd carthage,1022,HYDROGRAPHIE,3784
pompier - Routes barrées (<=30jrs),1041,ROUTES,3176
pgsd - PGSD - Densité de pistes par commune,1119,COMMUNE,176
pgsd - PGSD - Densité de pistes en sol naturel par commune,1129,COMMUNE,176
Urgences,1133,ETABLISSEMENTS AVEC URGENCES,3340
CADASTRE France,1135,CADASTRE,79
pgsd - PGSD - Densité de pistes empierrées par commune,1136,COMMUNE,176
47,1165,OCS-CLC 1990 : 47,1380
40,1166,LAGUNES 40 : INVENTAIRE,377
coz - Sites,1173,GRANDS SITES INDUSTRIELS,63
bdtopo - Voies,1183,VOIES,2612
bdtopo - Routes goudronnées,1188,ROUTES,3176
insee - Population par arrondissements (2007),1189,POPULATION,325
insee - Population par commune (2007),1190,COMMUNE,176
insee - Population par arrondissements (2007),1191,POPULATION,325
insee - Population par EPCI (2007),1194,POPULATION,325
pompier - Sitac (>=30jours),1198,SITAC,3594
insee - Population par cantons (2008),1251,POPULATION,325
pompier - Sitac,1254,SITAC,3594
insee - Population par cantons (2008),1272,POPULATION,325
indicateurs_conso_fonciere - Voies ferrées,1307,VOIES,2612
pompier - Routes inondees DDTM,1322,ROUTES,3176
Aquimap,1325,FOND AQUIMAP (GIP),3280
insee - Population par départements (2008),1331,POPULATION,325
insee - Population iris2007 cercle,1337,POPULATION,325
insee - Population par EPCI (2007),1341,POPULATION,325
carmen - Arrêté de protection de Biotope,1347,BIOTOPE,316
pompier - Départs de feux 2017,1354,FEUX,1850
pompier - Detection des feux,1372,FEUX,1850
pompier - Feux 2010,1379,FEUX,1850
pompier - Feux 2011,1380,FEUX,1850
pompier - Feux 2012,1381,FEUX,1850
pompier - Feux 2013,1382,FEUX,1850
pompier - Feux 2017,1385,FEUX,1850
wms_externe - IGN - Nom des voies,1398,VOIES,2612
pompier - Détection des feux 2015,1399,FEUX,1850
pompier - Départs de feux 2017,1409,FEUX,1850
bdtopo - Routes,1422,ROUTES,3176
Formation,1453,LA SITUATION PROFESSIONNELLE QUELQUES ANNES APRES LA FIN DE LA FORMATION INITIALE,3414
pompier - SDIS24 - SITAC (<=90jours),1477,SITAC,3594
pompier - SDIS24 - SITAC (>90 jours - Archives),1478,SITAC,3594
pompier - Routes barrées (>90jrs),1479,ROUTES,3176
pompier - SDIS47 - SITAC,1497,SITAC,3594
ddcspp - Elevage bovin,1527,ELEVAGE,363
cub - Couloirs de Bus,1551,COULOIRS AVALANCHE,210
cub - Lignes,1553,OCA : LIGNES DE LIMITE DU SCHORRE - COTE NORD ET EST DU BASSIN D'ARCACHON,2867
wms_externe - Hydrographie,1569,HYDROGRAPHIE,3784
wms_externe - Voies ferrées,1573,VOIES,2612
wms_externe - ROUTE ADRESSE,1575,ADRESSE,2
geofla - Arrondissements,1578,GEOFLA,378
geofla - Limites départementales,1588,GEOFLA,378
geofla - Cantons,1589,GEOFLA,378
rff - Ponts routes,1619,ROUTES,3176
erp - Erp - Contours,1622,CONTOURS DES PAYS DES PYRENEES,569
insee - Population iris2007 surface,1656,POPULATION,325
pompier - SDIS - SITAC,1659,SITAC,3594
pompier - Feux 2015,1735,FEUX,1850
pompier - Feux,1736,FEUX,1850
cadastre - Sections,1745,CADASTRE,79
patrimoine_culturel - ZPPAUP Aquitaine Midi Pyrénées,1779,ZPPAUP,166
wms_externe - Cadastre,1798,CADASTRE,79
ddpp - Abattoirs agréés,1817,ABATTOIRS,4318
ddpp - NB établissements par commune,1831,COMMUNE,176
ddpp - Entrepots agrées,1835,ENTREPOTS,4320
pompier - Feux 2017,1893,FEUX,1850
cadastre - Section,1913,CADASTRE,79
cadastre - Section,1937,CADASTRE,79
pompier - Hydrants,1960,HYDRANTS,372
pompier - Sdis47 - SITAC,1972,SITAC,3594
pompier - Sdis47 - SITAC,2009,SITAC,3594
crpf - Peuplements feuillus,2057,FEUILLUS,3310
Site inscrit,534,SITES INSCRIT,225
SCAN NB 1000/250/25 (IGN),432,SCAN 25,251
SCAN 1000/250/25 (IGN),446,SCAN 25,251
projets_infrastructures - Topo (lignes),552,BD TOPO,253
Scan25 express,594,SCAN 250 EXPRESS,3782
projets_infrastructures - Topo (labels),918,BD TOPO,253
projets_infrastructures - Topo (Polygones),997,BD TOPO,253
indicateurs_conso_fonciere - Espace routier,1127,PK ROUTIER,102
raster - Scan Départemental Zone Sud Ouest,1171,SCAN 25,251
projets_infrastructures - Topo (Points),1206,BD TOPO,253
Réserves naturelles régionales,1542,RESERVES NATURELLES REGIONALES,222
limites_admin - Contour Grande Region,4,PSG CONTOUR,184
dfci - Brulages diriges 2015,57,ASA DFCI,182
pompier - PK du dispositif littoral,113,POS LITTORAL,276
pompier - Zones noires,127,PLU : ZONES,1440
Vues aériennes 2009,238,PAYS DU GRAND BERGERACOIS - 2009,3791
gip_atgeri - Zonage classé en Loi Littoral,267,PPR - ZONAGE,212
erp - Sites ERP,287,GRANDS SITES INDUSTRIELS,63
sdis - Tracé Tour de France 2014,304,PAYS DU GRAND BERGERACOIS - 2014,3793
Vues aériennes 2009 IRC,312,PAYS DU GRAND BERGERACOIS - 2009,3791
ifn - Dégâts IFN 2009,359,PAYS DU GRAND BERGERACOIS - 2009,3791
pompier - SDIS24 - Zones tampons signalements archives,387,PLU : ZONES,1440
batiments - ERP,482,BD TOPO : BATIMENTS,16
rte - Postes de transformation,586,POSTE DE TRANSFORMATION,170
pompier - SDIS47 - Zones tampons signalements,620,PLU : ZONES,1440
pompier - SDIS47 - Zones tampons signalements archives,624,PLU : ZONES,1440
pompier - SDIS24 - Zones tampons signalements,652,PLU : ZONES,1440
exercice_operationnel - Coupures électriques zones,675,PLU : ZONES,1440
Zones de largages autorisés (brouillon),783,PLU : ZONES,1440
dfci - Dégradations,842,ASA DFCI,182
dfci - Projets financés,856,ASA DFCI,182
pompier - Forages DFCI,896,ASA DFCI,182
ddtm47 - Réseau de transport de gaz haute pression TIGF,970,PAI : TRANSPORT,3215
projets_infrastructures - Aménagements DFCI au 10-12-2012,982,ASA DFCI,182
dfci - Brulages diriges 2010,1021,ASA DFCI,182
sdis - Tracé Tour 2014,1069,PAYS DU GRAND BERGERACOIS - 2014,3793
sdis_tdf - Tour de France 2014 Etapes 18, 19 et 20,1099,PAYS DU GRAND BERGERACOIS - 2014,3793
sdis_tdf - Tour de France 2014 Gendarme,1108,PAYS DU GRAND BERGERACOIS - 2014,3793
sdis_tdf - Tour de France 2014 PK course,1109,PAYS DU GRAND BERGERACOIS - 2014,3793
sdis_tdf - Tour de France 2014 CG,1110,PAYS DU GRAND BERGERACOIS - 2014,3793
sdis_tdf - Tour de France 2014 SDIS,1113,PAYS DU GRAND BERGERACOIS - 2014,3793
sdis_tdf - Tour de France 2014 Cisaillement,1114,PAYS DU GRAND BERGERACOIS - 2014,3793
PLAN IGN,1141,PLAN GESTIONNAIRE ROUTIER,108
dfci - Projets financés 2010,1156,ASA DFCI,182
Scan25 2014,1170,PAYS DU GRAND BERGERACOIS - 2014,3793
dfci - Projets financés 2011,1179,ASA DFCI,182
dfci - Autres postit dfci,1255,ASA DFCI,182
dfci - Brulages diriges,1275,ASA DFCI,182
indicateurs_conso_fonciere - Zones de végétation,1316,PLU : ZONES,1440
dfci - Projets financés 2012,1326,ASA DFCI,182
dfci - Projets financés 2013,1348,ASA DFCI,182
dfci - Projets financés 2014,1349,ASA DFCI,182
dfci - Projets financés 2015,1350,ASA DFCI,182
dfci - Brulages diriges 2007,1365,ASA DFCI,182
dfci - Brulages diriges 2008,1366,ASA DFCI,182
dfci - Brulages diriges 2009,1367,ASA DFCI,182
dfci - Brulages diriges 2011,1368,ASA DFCI,182
dfci - Brulages diriges 2012,1369,ASA DFCI,182
dfci - Brulages diriges 2013,1370,ASA DFCI,182
dfci - Brulages diriges 2014,1371,ASA DFCI,182
formation_temp - Formation contour region,1428,PSG CONTOUR,184
dfci - Brulages diriges 2016,1465,ASA DFCI,182
pompier - SDIS24 - Zones tampons 2 signalements,1558,PLU : ZONES,1440
wms_externe - WMS-Raster-Géoportail - Pléiades 2013,1566,PAYS DU GRAND BERGERACOIS - 2013,3792
wms_externe - WMS-Raster-Géoportail - Pléiades 2014,1567,PAYS DU GRAND BERGERACOIS - 2014,3793
wms_externe - Orographie,1570,PAI : OROGRAPHIE,3211
wms_externe - Transport énergie,1571,PAI : TRANSPORT,3215
wms_externe - WMS-Raster-Géoportail - SPOT 6 2014,1577,PAYS DU GRAND BERGERACOIS - 2014,3793
dfci - Communes à dominante forestière,1599,ASA DFCI,182
coz - Zones de défenses,1744,PLU : ZONES,1440
pompier - Zones noires,1777,PLU : ZONES,1440
erp - Sites ERP,1792,GRANDS SITES INDUSTRIELS,63
ocs_bdcarto - Zones naturelles et cultivées,1796,PLU : ZONES,1440
dfci - Projets financés 2016,1894,ASA DFCI,182
dfci - Brulages diriges 2017,1908,ASA DFCI,182
Ap iahp.geifla com encourspar iahp zones p s,1917,PLU : ZONES,1440
pompier - Donnees contextuelles,1997,DONNEES IFN,87
pompier - Donnees contextuelles,2018,DONNEES IFN,87
crpf - Travail du sol,36,ZONES INTERVENTION SERVICES DE SANTE AU TRAVAIL / ADRESSE POINT ACCUEIL,1102
politiques_publiques - Projets Feder sur la zone selectionnée,50,ZONE CŒUR,156
gip_atgeri - Cantons 2010,84,CANTONS 2015,3270
pompier - Zone tampon (archives >30jrs).,112,ZONE CŒUR,156
gip_atgeri - Cantons 2010,156,CANTONS 2015,3270
politiques_publiques - Projets Feder sur la zone selectionnée,161,ZONE CŒUR,156
politiques_publiques - Projets Feder sur la zone selectionnée,192,ZONE CŒUR,156
ocs_bdcarto - zone d'activité,197,ZONE CŒUR,156
politiques_publiques - Projets Feder sur la zone selectionnée,241,ZONE CŒUR,156
politiques_publiques - Projets FEDER sur la zone selectionnée,256,ZONE CŒUR,156
politiques_publiques - Projets FEDER sur la zone selectionnée,269,ZONE CŒUR,156
pompier - Zone tampon,357,ZONE CŒUR,156
pompier - Zone de délestage,406,ZONE CŒUR,156
pompier - Zone tampon (>30jours),452,ZONE CŒUR,156
politiques_publiques - Innovation pour la compétitivité des entreprises et des territoires,468,TERRITOIRES MAIA,4022
limites_admin - Cantons,476,CANTONS 2015,3270
politiques_publiques - Soutenir les territoires en mutation,477,TERRITOIRES MAIA,4022
collecte - Bati,549,GESTION DECHETS : INSTALLATIONS DE COLLECTE ET DE TRAITEMENTS DES DECHETS,127
projets_infrastructures - Pistes adaptées par RFF (juillet 2012),562,PISTES DFCI,615
raster - Pas de fond,580,SCHEMA D'AMENAGEMENT ET DE DEVELOPPEMENT DURABLE INTERCOMMUNAL : DONNEES RASTER,3009
Fond SDIS24,656,FOND GCIS 40,3776
pompier - Zone de 1er Appel,718,ZONE CŒUR,156
ocs_bdcarto - zone bâtie,722,ZONE CŒUR,156
projets_infrastructures - Pistes adaptées par RFF aout 2012,958,PISTES DFCI,615
collecte - Deci,961,GESTION DECHETS : INSTALLATIONS DE COLLECTE ET DE TRAITEMENTS DES DECHETS,127
sdis - Parking,987,PARKING RELAIS,100
projets_infrastructures - Rétablissement pistes (CG),1006,PISTES DFCI,615
pompier - Zone tampon (<=30jrs),1045,ZONE CŒUR,156
indicateurs_conso_fonciere - Espace du réseau ferré,1095,ESPACE VERT,186
sdis - Secours,1101,CENTRE DE SECOURS,131
sdis - Circulation,1103,RESTRICTION CIRCULATION TRANSPORT BOIS COMPLEMENTAIRE ITGG,91
indicateurs_conso_fonciere - Espace en eau,1122,ESPACE VERT,186
pgsd - Méthode 1a - Proximité route goudronnée,1128,ROUTE 120®,3733
indicateurs_conso_fonciere - 3) Espace d&apos;usage des bâtiments,1137,ESPACE VERT,186
pgsd - Méthode 1b - Proximité route goudronnée et/ou d'une piste,1138,ROUTE 120®,3733
pompier - Zone tampon (<=30jours),1160,ZONE CŒUR,156
bdtopo - Bati industriel,1193,SITE INDUSTRIEL,447
sdis - Animation,1210,ANIMATION SPORTIVE,1332
carmen - Zone d'intérêt écologique (Znieff 2),1215,ZONE CŒUR,156
carmen - Zone d'intérêt écologique (Znieff 1),1216,ZONE CŒUR,156
sdis - Parking,1295,PARKING RELAIS,100
eau - Communes BCAE33 zone 1,1298,ZONE CŒUR,156
eau - Identification erreurs zone 1,1300,ZONE CŒUR,156
eau - BCAE proposes zone 1,1301,ZONE CŒUR,156
indicateurs_conso_fonciere - Espace disponible libre,1302,ESPACE VERT,186
indicateurs_conso_fonciere - Zone non constructible,1306,ZONE CŒUR,156
indicateurs_conso_fonciere - Zone de végétation,1310,ZONE CŒUR,156
indicateurs_conso_fonciere - Espace disponible densifiable,1311,ESPACE VERT,186
Implantation Fan zone,1353,ZONE CŒUR,156
cub - Parcs relais,1550,PARKING RELAIS,100
wms_externe - Zone d activités,1574,ZONE CŒUR,156
wms_externe - WMS-Raster-Géoportail - BD PARCELLAIRE®,1613,BD TOPO,253
wms_externe - WMS-Raster-Géoportail - BD ORTHO®,1618,BD TOPO,253
rff - Ponts ferroviaires,1623,SITES FERROVIAIRES,648
ddpp - Etablissements,1822,ETABLISSEMENTS DE REANIMATION,3335
telespazio - Localisation probabilité exhaustive octobre 2016,1877,ITPC : LOCALISATION,3230
sidpc - Zone de surveillance,1909,ZONE CŒUR,156
tmp - Test sn point,1974,POINT EAU NATUREL,49
SCAN25 Touristique,46,OFFRE TOURISTIQUE,1021
ppi - Centrale de Blaye,284,ETALAB : PRODUCTION D'ELECTRICITE DONT CENTRALE THERMIQUE CLASSIQUE,2723
dreal - Hauteur d'eau TRI Agen (faible probabilité),310,PRISE D'EAU,138
pompier - Signalements : Points,320,POINTS COTES,2183
Sites Ramsar,365,RAMSAR ZONES HUMIDES D'IMPORTANCE INTERNATIONALE,158
pompier - DRONE - dernière capture,379,ORTHO DRONE,3351
PHOTO AERIENNE France,392,PHOTOGRAPHIE AERIENNE,321
sdis - Points eau artificiels,394,POINTS COTES,2183
coz - Sites d'interets économiques (export csv),405,SITES GERES,3242
ocs_bdcarto - culture / prairie,435,ETUDE : CULTURE,3572
pompier - DRONE - historique,455,ORTHO DRONE,3351
pompier - Moyens aériens,465,VENTS MOYENS,22
projets_infrastructures - Tracé LGV SEA au 21 juin 2011,541,ORTHO 2011,2693
projets_infrastructures - Rétablissements LGV SEA au 05 07 2011,570,ORTHO 2011,2693
projets_infrastructures - Rétablissements RFF septembre 2011,571,ORTHO 2011,2693
pompier - Sites et postes de commandement,609,SITES GERES,3242
eau - Points de reconnaissance,689,POINTS COTES,2183
coz - Sites d'interets économiques,695,SITES GERES,3242
novaqt - Entreprises novaqt,778,ETUDE : ENTREPRISES,3573
cartorisque - PPR Inondation synthèse,839,PPR - ATLAS,211
pompier - Buffer 200m Prises d'eau,879,PRISE D'EAU,138
pompier - Prises d'eau,881,PRISE D'EAU,138
projets_infrastructures - Variantes RFF juillet 2011,902,ORTHO 2011,2693
filiere_bois - Sites de stockage subventionnés,921,SITES GERES,3242
pompier - Prises d'eau,927,PRISE D'EAU,138
projets_infrastructures - Projet ouvrages art,999,OUVRAGES D'ART,588
projets_infrastructures - Tracés LGV SEA au 24 06 2011,1024,ORTHO 2011,2693
projets_infrastructures - Tracés LGV 23 06 2011 CoPil,1025,ORTHO 2011,2693
projets_infrastructures - Rétablissements RFF juillet 2011,1029,ORTHO 2011,2693
projets_infrastructures - Points de rencontre et aires,1035,POINTS COTES,2183
projets_infrastructures - Tracés LGV 26 09 2011 CoPil,1040,ORTHO 2011,2693
cartorisque - PPR technologique synthese,1051,PPR - ATLAS,211
sdis40 - Sdis40 - Prise Eau,1146,PRISE D'EAU,138
erdf - Poste électrique,1158,POSTE ELECTRIQUE,1288
bdtopo - Réservoirs d'eau,1178,PRISE D'EAU,138
carmen - Site inscrit,1214,SITES INSCRIT,225
Sites d importance communautaire,1220,SITES GERES,3242
raster - BDorthoDCM 09 2011,1224,ORTHO 2011,2693
novaqt - Entreprises novaqt,1246,ETUDE : ENTREPRISES,3573
sdis - Points eau naturels,1248,SITES NATURELS,1477
projets_infrastructures - Rétablissements RFF septembre 2011,1278,ORTHO 2011,2693
projets_infrastructures - Tracés LGV 26 09 2011 CoPil,1279,ORTHO 2011,2693
dreal - Hauteur d'eau TRI Agen (forte probabilité),1320,PRISE D'EAU,138
dreal - Hauteur d'eau TRI Agen (moyenne probabilité),1343,PRISE D'EAU,138
Bordeaux metropole Passage pont,1466,PASSAGE A GUE,107
pompier - Signalements : Points,1481,POINTS COTES,2183
sidpc - Campings,1600,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
rff - Points kilométriques,1601,POINTS COTES,2183
rff - Passages à niveau,1605,PASSAGES CERFS,1555
calcul_itineraire - Itinéraires Points,1626,POINTS COTES,2183
sidpc - SAIP,1726,SAIP - IMPLANTATION SIRENES,3777
Reserve Naturelle Nationale,1755,RESERVE D'EAU,125
dgfip - Section,1785,PLAN CADASTRAL : LIMITE DE SECTION,1806
sidpc - Campings,1878,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
pompier - Moyens Intervention SP,1998,VENTS MOYENS,22
pompier - Moyens intervention aérienne,2001,VENTS MOYENS,22
pompier - Moyens non SP,2002,VENTS MOYENS,22
pompier - Moyens intervention aérienne,2013,VENTS MOYENS,22
pompier - Moyens non SP,2017,VENTS MOYENS,22
pompier - Moyens Intervention SP,2021,VENTS MOYENS,22
bdtopo - Eglises,212,EGLISES CHAPELLES,406
bdtopo - Bati,215,ABORDS MH BATI (R500M),1018
ppi - Ppi blaye buffer 5km,275,CARTE COMMUNALE : ST CAPRAIS DE BLAYE,1130
wms_externe - PPRI 24 - Synthèse des zonages règlementaires,324,ZPPAUP : 24,1969
pgsd - PGSD - exploitation forestière (500m),363,CHEMIN EXPLOITATION,93
eau - Lagunes Landes,423,LAGUNES 33 : INVENTAIRE,295
sidpc - SIDPC 47 - Signalements,444,ZPPAUP : 47,1972
wms_externe - Parcs Relais,454,POTEAU RELAIS,140
novaqt - Transports,501,ETUDE BILAN EMISSIONS POLLUANTES DUES AUX TRANSPORTS ROUTIERS,1193
novaqt - Alimentation,502,BRANCHEMENTS RESEAU ALIMENTATION EAU INDUSTRIELLE,4043
novaqt - Loisirs,503,CENTRES DE LOISIRS CLSH,3319
ars - Services de dialyses,517,SERVICES PUBLICS,1702
Site classé,533,TPST (TRÈS PETIT SITE TECHNIQUE),130
eau - Liste 1 provisoire,561,ZNIEFF 1,80
pompier - Postes de secours,579,POSTES A QUAI,1894
pompier - Forages privés,601,FORAGES (BRGM),60
Prescriptions des Landes,635,Zonages d'urbanismes : - Zones secteurs - Prescriptions - Réglement,4493
bdtopo - Communes,649,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
coz - Grande distribution,692,POSTES DISTRIBUTION PUBLIQUE HTB-HTA ET HTA-BT,1292
carte_reference - Forages privés,726,FORAGES (BRGM),60
wms_externe - PPRI 40 - Synthèse des zonages règlementaires,748,ZPPAUP : 40,1971
Habillage des Landes,797,ESTOMPAGE : LANDES,866
Informations des Landes,798,INFORMATIONS UTILES SUR PATRIMOINE NATUREL ET CULTUREL,1159
Zonages des Landes,800,ZONAGES D'URBANISME,358
wms_externe - PPRI 47 - Synthèse des zonages règlementaires,887,ZPPAUP : 47,1972
wms_externe - PPRI 64 - Synthèse des zonages règlementaires,888,PPRI - ZONAGE,2706
wms_externe - PPRI 33 - Synthèse des zonages règlementaires,891,ZPPAUP : 33,1970
ddtm47 - Campings,919,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
pompier - Poteaux relais,926,POTEAU RELAIS,140
onf - ONF - Peuplements classés,932,AGENCE ONF,442
eau - Liste 2 provisoire,942,ZNIEFF 2,81
bdtopo - Communes,1117,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
pgsd - Méthode 2 - Rayon de 1300m,1125,ZNIEFF 2,81
pgsd - PGSD - exploitation forestière (1000m),1139,CHEMIN EXPLOITATION,93
sdis40 - Sdis40 - Batiment ETARE,1148,BATIMENT PUBLIC,1419
Mers et océans,1219,PAYS CŒUR ENTRE DEUX MERS,788
bdtopo - Eau de surface,1186,SURFACE AGRICOLE UTILISEE (SAU),366
bdtopo - Nationales,1213,RESERVES NATURELLES NATIONALES,223
Sentiers littoraux,1221,PARKINGS LITTORAUX,89
Limites des marées,1232,ACCA (Association Communale de Chasse Agréée) : LIMITES,279
DDTM40 - Zonages urbanisme,1286,ZONAGES D'URBANISME,358
limites_admin - Communes 64,1291,ZPPAUP : 64,3245
indicateurs_conso_fonciere - Courbes de niveaux sélect.,1303,COURBE NIVEAUX,3
bdtopo - Communes,1314,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
bdtopo - Communes,1614,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
Bordeaux metropole parking (temps réel),1696,PARKING RELAIS,100
onf - ONF : Parcelles forestières Aq Mp,1780,AGENCE ONF,442
onf - ONF : contours des Parcelles Forestières,1784,AGENCE ONF,442
onf - ONF : Parcelles forestières,1787,AGENCE ONF,442
onf - ONF : Unités de gestion,1789,AGENCE ONF,442
wms_externe - ONF : Parcelles Forestières (régime forestier),1801,AGENCE ONF,442
ddpp - Elevages canins,1840,ELEVAGES PORCINS,4310
ppi - PPI - buffer 5km,1842,RESEAU AEP : PPI,2101
ppi - PPI - buffer 2km,1852,RESEAU AEP : PPI,2101
crpf - Pin maritime 40 et +,2041,ZPPAUP : 40,1971
crpf - Pin maritime 10 à 40 ans,2059,ZPPAUP : 40,1971
departement33 - ZPENS en Gironde,21,SCAN 50 : GIRONDE,889
departement40 - ZPENS des Landes,22,SCAN 50 : LANDES,890
telespazio - Masque Résineux Janvier 2015,31,CANTONS 2015,3270
sidpc - Nouvelles communes infectées en 2015,33,CANTONS 2015,3270
Vues aériennes 2012,37,MNT CUB 2012,4144
telespazio - Foyers de mortalité juin 2015,90,CANTONS 2015,3270
bdtopo - Lieux de culte,92,LIEUX DE VOTE,2156
sdis_tdf - Tour de France 2017 Etape 11 Ponctuel,102,TOUR DE GUET,11
telespazio - Mortalités juin 2015 v0,118,CANTONS 2015,3270
Fond cartographique / Orthophotographie,136,FOND GCIS 33,3775
telespazio - Probabilité de mortalité juin 2015,146,CANTONS 2015,3270
telespazio - Probabilité exhaustive juin 2015,160,CANTONS 2015,3270
pompier - Groupement,178,GROUPEMENT TERRITORIAL SP,25
batiments - Préfectures,221,BD TOPO : BATIMENTS,16
ifn - Dégâts IFN 1999,237,DONNEES IFN,87
erp - Erp33 niv2 batiments panel,253,BD TOPO : BATIMENTS,16
sidpc - Nouvelles communes infectées en 2015,283,CANTONS 2015,3270
projets_infrastructures - Fuseaux d'études sept. 2012,298,MNT CUB 2012,4144
pompier - Unités de traitement de l'eau (>90jours),332,TRAITEMENT DECHETS,4282
pompier - Unités de traitement de l'eau (<=90jours),333,TRAITEMENT DECHETS,4282
exercice_operationnel - Coupures d'électricité ex 12 2012,460,MNT CUB 2012,4144
