GeoServer,ID GeoServer,GeoNetwork,ID GeoNetwork
RTE - Support du réseau de transport électrique aérien - Av Numéro,FeatureTypeInfoImpl--61be1724:14b3003c04e:-359e,RTE - Réseau de Transport d'Electricité - RTE (WMS),7bc344e0-2d86-4e2e-9a69-4fd2c58fa50c
Vue aérienne Noir et Blanc 2012 du Bassin d'Arcachon,CoverageInfoImpl-3dad044:1455f931d07:-4e12,SIBA - Bassin d'Arcachon : Orthophotographie 2012 - 20 CM,509df390-df97-47ed-8c15-b753fc5a02a4
DREAL - Schéma d’Aménagement et de Gestion des Eaux,FeatureTypeInfoImpl-5d223b53:134e5d6d059:-5cfb,DREAL2 - Schémas d'Aménagement et de Gestion des Eaux (SAGEs) - bassin Adour-Garonne,FR-120066022-MDLOT-3772
IGN BD TOPO - Poste transformation,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e3e,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
INSEE - Taux de chômage entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:43e8,INSEE2 - Aquitaine : Taux de chômage régionaux au sens du BIT : séries trimestrielles,b96c680a-143a-4739-8884-574be6851976
INSEE - Taux de chômage entre 15 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4429,INSEE2 - Aquitaine : Taux de chômage régionaux au sens du BIT : séries trimestrielles,b96c680a-143a-4739-8884-574be6851976
INSEE - Taux de chômage entre 25 et 54 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4452,INSEE2 - Aquitaine : Taux de chômage régionaux au sens du BIT : séries trimestrielles,b96c680a-143a-4739-8884-574be6851976
INSEE - Taux de chômage entre 55 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:44ac,INSEE2 - Aquitaine : Taux de chômage régionaux au sens du BIT : séries trimestrielles,b96c680a-143a-4739-8884-574be6851976
Chambre agriculture 33 - Plan d'action territoriale Engranne,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:1775,CA33 - Gironde: Périmètre du Plan d'Action Territorial du bassin versant de l’Engranne.,44b695bc-c34a-42e2-8fd5-a5c98f0b1321
SRCE  - RB obligatoires hors cours d'eau,FeatureTypeInfoImpl--4a30557a:13af28f792b:992,DREAL2 - Bassin Adour et Garonne : Cours d'eau à enjeux poissons migrateurs, hors anguilles,FR-120066022-MDLOT-3776
Installations de production solaire photovoltaïque en 2014,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-5067,ORECCA - Aquitaine : Installations de production d'électricité renouvelable par commune au 1er janvier 2014,e9b49f0e-a1c3-4f18-861c-bc97fa9cf747
IGN BD TOPO - Surface eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb2da1a3:-17b0,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
IGN BD TOPO - Toponyme communication,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e2a,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
IGN BD TOPO - Construction ponctuelle,FeatureTypeInfoImpl--3a85bcf:132cf3d3d67:-7b07,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
INSEE - Croissance de la population par commune de 1969 à 2012,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3310,INSEE2 - Aquitaine/Limousin/Poitou-Charentes: Bases de chiffres clés - Recensement de la population 2012 - Thème Diplômes - Formation,7f95b948-41fc-4390-b350-971267798e57
IGN BD TOPO - Batiments (enseignement),FeatureTypeInfoImpl--47a78624:139dea10bac:-6e38,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
IGN BD TOPO - PAI science enseignement,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e74,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
CR Aqutaine - Gisement éolien posé Profondeur < 30 m,FeatureTypeInfoImpl-40b93b40:14ae2b85c52:-1a39,CRA - Littoral Aquitain : Gisement éolien posé (profondeur inférieure à 30m),57fdbe33-82bc-4dd2-ba36-05223bfdf188
IGN BD TOPO - PAI industriel commercial,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e84,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
IGN BD TOPO - Hydronymes - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdae1b5e9:ed3,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
CR Aqutaine - Estuaire Adour 1ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae2f54845:75ec,CRA - Littoral Aquitain : Gisement hydrolien brut (Bassin d'Arcachon, vitesses&gt;1.5m/s, moyenne sur une marée de vives eaux, coefficient 95),68c7fbfb-2534-41c1-bdbf-e556e1c37fe3
CR Aqutaine - Bassin Arcachon 1ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae30c2fb5:5f32,CRA - Littoral Aquitain : Gisement hydrolien brut (Bassin d'Arcachon, vitesses&gt;1.5m/s, moyenne sur une marée de vives eaux, coefficient 95),68c7fbfb-2534-41c1-bdbf-e556e1c37fe3
CR Aqutaine - Gisement éolien posé Profondeur 30 à 45 m,FeatureTypeInfoImpl-40b93b40:14ae2db757c:372c,CRA - Littoral Aquitain : Gisement éolien posé (profondeur inférieure à 30m),57fdbe33-82bc-4dd2-ba36-05223bfdf188
IGN BD TOPO - PAI administratif et militaire,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e8e,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
CR Aqutaine - Estuaire Gironde 1ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae38b9471:-1c5d,CRA - Littoral Aquitain : Gisement hydrolien brut (Bassin d'Arcachon, vitesses&gt;1.5m/s, moyenne sur une marée de vives eaux, coefficient 95),68c7fbfb-2534-41c1-bdbf-e556e1c37fe3
IGN BD TOPO - Canalisations eau - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdab25771:7c5f,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
CR Aqutaine - Eolien posé - Calcul des potentiels technico-économiques - Polygone,FeatureTypeInfoImpl-40b93b40:14ae40cab4d:-3442,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : éolien posé (point de pose),648bd8ff-d5e0-4f63-bddd-0efc31d6ab19
CR Aqutaine - Eolien posé - Calcul des potentiels technico-économiques - Point,FeatureTypeInfoImpl-40b93b40:14ae3fb4fdb:-4961,CRA - Littoral Aquitain : Calculs des potentiels technico-économiques : éolien posé (point de pose),648bd8ff-d5e0-4f63-bddd-0efc31d6ab19
IGN BD TOPO - Terrains de sport (enseignement),FeatureTypeInfoImpl--47a78624:139dea10bac:-700c,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
IGN BD TOPO - Tronçon laisse - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bdb4ff59d:3899,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
CDC Estuaire - Habitats naturels de la ZSC (Zones Spéciales de Conservation),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-f88,CC_ESTUAIRE - Communauté de Communes de l'Estuaire : Habitats Naturels de la Zone Spéciale de Conservation (ZSC/NATURA 2000),50c6d825-c99a-4257-85f9-14ae72130922
IGN BD TOPO - Zone Végétation - Région étendue,FeatureTypeInfoImpl--2c77ddf1:14bd99631d7:33cb,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
IGN BD TOPO - Surfacique activité enseignement,FeatureTypeInfoImpl-31f73896:139057a5d0a:-1356,BXM - Cartographie générale issue de la BD Topo IGN 2007 sur Bordeaux Métropole,5e3d1515-ad44-424e-9b27-3cea46f0c91b
SRCE_2014_AE  - Autres cours d'eau hors trame bleue,FeatureTypeInfoImpl--1349261:1431092c4c4:6d41,DREAL2 - Bassin Adour et Garonne : Cours d'eau à enjeux poissons migrateurs, hors anguilles,FR-120066022-MDLOT-3776
CR Aqutaine - Bassin Arcachon 1.5ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae2fc9792:14ca,CRA - Littoral Aquitain : Gisement hydrolien brut (Bassin d'Arcachon, vitesses&gt;1.5m/s, moyenne sur une marée de vives eaux, coefficient 95),68c7fbfb-2534-41c1-bdbf-e556e1c37fe3
CR Aqutaine - Estuaire Gironde 1.5ms Gisement hydrolien brut,FeatureTypeInfoImpl-40b93b40:14ae30c2fb5:5f6c,CRA - Littoral Aquitain : Gisement hydrolien brut (Bassin d'Arcachon, vitesses&gt;1.5m/s, moyenne sur une marée de vives eaux, coefficient 95),68c7fbfb-2534-41c1-bdbf-e556e1c37fe3
CR Aqutaine - Estuaire Gironde avec contraintes 1ms Gisement hydrolien brut,FeatureTypeInfoImpl-2913d3a8:14ae80226db:f14,CRA - Littoral Aquitain : Gisement hydrolien brut (Bassin d'Arcachon, vitesses&gt;1.5m/s, moyenne sur une marée de vives eaux, coefficient 95),68c7fbfb-2534-41c1-bdbf-e556e1c37fe3
ARS - Chirurgie,FeatureTypeInfoImpl-59b62a1c:15047e2a372:5635,ARS - Aquitaine : Etablissements de santé - Chirurgie,5d8ea03c-54ec-4adc-b213-750f85f616b6
ARS - SSIAD,FeatureTypeInfoImpl-59b62a1c:15046737959:-5e1c,ARS - Aquitaine : SSIAD,73d0496c-53d3-4c3f-87ba-0925bc172e48
ARS - Maternités,FeatureTypeInfoImpl-4148e270:13b6901c0cd:-788b,ARS - Aquitaine : Etablissements de santé - Maternités,ddb9e51b-2f41-48bd-92e8-45a255206c78
ARS - Médecine,FeatureTypeInfoImpl-59b62a1c:1504780c7b3:ef6,ARS - Aquitaine : Etablissements de santé - Médecine,9870a5d2-ad3e-4b8d-b8df-c84a8320a7dd
ARS - Réanimation,FeatureTypeInfoImpl-29107397:1504bfcb2ce:-7ee2,ARS - Aquitaine : Etablissements de santé - Réanimation,f678e4af-d8a8-48c7-afa6-20d9cb58cc5b
ARS - Urgences,FeatureTypeInfoImpl-29107397:1504be48c1c:70e0,ARS - Aquitaine : Etablissements de santé - Urgences,2609c993-8c08-4024-b1f9-684e1886435a
CDC Piémont Oloronais - PLU Goes,FeatureTypeInfoImpl--79440f42:138767bc643:-7d94,CCPIEMONT - Commune de GOES : Plan Local d'Urbanisme (PLU),60f481e6-222f-416b-b216-a3af0c7d422c
CDC du Mézinais - Communes,FeatureTypeInfoImpl--3ce68516:141a7919477:-6fad,CC_MEZINAIS - Communauté de Communes de Mezinais : Zonage PLU,2e08314b-eec2-4b4e-af75-b3de936189f6
CE24 - Agro-tourisme,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e90,CE24 - Dordogne : agro-tourisme,5f684f98-4f68-4ece-8396-34fec6e8dfe2
CE24 - Patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e96,CE24 - Dordogne : Patrimoine,e939f7a3-dc2d-478b-8eaf-3357ef7ac0a1
CG 47 - Déchetteries,FeatureTypeInfoImpl--4b05c1c2:134c82984ff:-637b,CD47 - Lot-et-Garonne : Déchetteries,8af43d34-6227-40ba-8247-17a7bd160561
CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802,CD64 - Pyrénées-Atlantiques : Captage d'alimentation en eau potable,9540d2e4-c4e4-4d30-a21b-95152ccbac4d
CR Aquitaine - Lycées,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7d1d,CRA - Nouvelle-Aquitaine : Localisation des lycées publics (métadonnée en cours),eaeaf14b-e2e6-47a9-be28-06a0a661df31
SIRTAQUI - Activités,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4603,SIRTAQUI2 - Aquitaine : Activités de loisirs,d02d7c0b-e65e-4863-9158-f2eff1303bf2
SIRTAQUI - Campings,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45d0,SIRTAQUI - Aquitaine : Campings,24465a6c-244f-4576-bc77-88295a698d7a
SIRTAQUI - Itinéraires,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4553,SIRTAQUI2 - Aquitaine : Itinéraires touristiques,d7141334-aa7a-4f65-90c9-53fbc5f186e8
SIRTAQUI - Résidences,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4509,SIRTAQUI2 - Aquitaine : Résidences de Tourisme,12b4b0e4-8f47-4dc0-80ed-f0a16b3a6bcb
SIRTAQUI - Thermalisme,FeatureTypeInfoImpl-2527ec67:1506121d7ae:3466,SIRTAQUI2 - Aquitaine : Thermalisme,3e25a5a2-28a5-472d-a51d-47649575bf98
DDTM 33 - Campings,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e94,DDTM33 - Gironde : Localisation des campings,d5203a08-ce6d-47d7-bdc0-85636e2e3d95
DIRA : Occupation du sol,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:217b,DIRA - Oloron-Sainte-Marie : Occupation du sol,07b52224-3de9-4987-a8a6-371f3483d345
EPIDROPT - Embâcles Em1,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eba,EPIDROPT1 - Dordogne et Lot-et-Garonne : embâcles de la ripisylve du Dropt,b773267b-ee4d-4802-8f16-3db2b85540f9
DREAL - Barrages,FeatureTypeInfoImpl-5387e552:159ace84b51:693d,DREAL2 - Nouvelle-Aquitaine : Barrages - Localisation (ponctuel),710e5d1e-e998-47bb-ba20-1339e6f95e50
EPIDROPT - Embâcles Em2,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eb2,EPIDROPT1 - Dordogne et Lot-et-Garonne : embâcles de la ripisylve du Dropt,b773267b-ee4d-4802-8f16-3db2b85540f9
EPIDROPT - Embâcles Em3,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7eb0,EPIDROPT1 - Dordogne et Lot-et-Garonne : embâcles de la ripisylve du Dropt,b773267b-ee4d-4802-8f16-3db2b85540f9
EPIDOR - Bathymétrie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e14,EPIDOR - Bassin versant de la Dordogne : Bathymétrie,0e0ac6e7-ae56-4c44-85b6-997a027c6d69
IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e,IFN - Massif landais : dégâts de tempête de janvier 2009,09c9893d-06db-4fdd-8ef8-00c3e9854488
Pays du Grand Bergeracois - Ambulances,FeatureTypeInfoImpl--3ec8a186:148eea01a3b:-3b39,PGB - Pays du Grand Bergeracois : Ambulances,feafa978-dd30-4576-b5b7-282af150c5b9
Pays du Grand Bergeracois - Associations,FeatureTypeInfoImpl-1bf44d9a:1492c93c8c2:3621,PGB - Pays du Grand Bergeracois : Associations,48175423-365a-483b-b880-332da436a110
Pays du Grand Bergeracois - Communes,FeatureTypeInfoImpl-278241d0:14b01693ea9:5082,PGB - Pays du Grand Bergeracois : liste et coordonnées des communes constituant le Pays,69d5bf56-c73c-4793-9fb7-539622fcd265
Pays du Grand Bergeracois - Crèches,FeatureTypeInfoImpl-1bf44d9a:1492cea459e:-28a0,PGB - Pays du Grand Bergeracois : Crèches,575750a8-f6d5-47d7-9973-aab4fe64ae66
Pays du Grand Bergeracois - Lycées,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:5db0,PGB - Pays du Grand Bergeracois : Lycées,ebda6916-966c-4e3a-acc9-cb4bbde61679
Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033,PGB - Pays du Grand Bergeracois : Mairies,1b841707-e957-4538-9576-4f7660891d09
Pays du Grand Bergeracois - Pharmacies,FeatureTypeInfoImpl-1bf44d9a:1492d79f347:6a83,PGB - Pays du Grand Bergeracois : Pharmacies,dde52bf5-af94-4a22-b1ea-0ac9a2591fb4
Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c,PGB - Pays du Grand Bergeracois : Postes,f2fd812f-5ee5-4258-ba75-d1c36db12fdc
RTE - Pylones,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3e15,RTE - PYLONES,59390925-23da-4a1a-b282-8e01c63d9971
SIBA - Balisage,FeatureTypeInfoImpl--16ec6ada:13673194d60:-6972,SIBA - Syndicat Intercommunal du Bassin d'Arcachon : Balisage (plan d'eau uniquement),5e54041d-6870-406d-aeda-7403f00af88f
TIGF - Canalisations,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7194,TIGF - Aquitaine : Canalisations,8ebac02f-0803-4afe-9b8b-0cbabf389afc
Pays du Grand Bergeracois - Ecoles élémentaires,FeatureTypeInfoImpl-1bf44d9a:1492cf8d8e2:-1b78,PGB - Pays du Grand Bergeracois: Ecoles élémentaires,99e9e18c-f402-433c-91f1-f2da3925bf42
Pays du Grand Bergeracois - Salles de spectacle,FeatureTypeInfoImpl-1bf44d9a:1492dd4584f:-2158,PGB - Pays du Grand Bergeracois: Salles de spectacle,3d9323da-cec8-443e-bd69-72065347bbba
Pays du Grand Bergeracois - Salles multisport,FeatureTypeInfoImpl-1bf44d9a:1492e0d34ec:-435,PGB - Pays du Grand Bergeracois: Salles multisport,7cba3f83-a6a7-4bea-b4c8-48ac2c447eb5
Pays du Grand Bergeracois - Salles des Fêtes,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:196a,PGB - Pays du Grand Bergeracois: Salles des fêtes,3d6c54b9-1bf4-4f11-90b1-135a49314db3
DIRA : Flore d'Oloron-Sainte-Marie,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:24ae,DIRA - Oloron-Sainte-Marie : Flore,ea174109-3eef-40b1-b565-60be22135969
DIRA : Habitat d'Oloron-Sainte-Marie,FeatureTypeInfoImpl--58ac8fd2:14377594a3d:7786,DIRA - Oloron-Sainte-Marie : Habitat,b9a00542-befd-4df0-8634-1c41f2fdb56f
IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff,IFN - Nouvelle Aquitaine : SCAN 1000® EXPRESS IGN,73e59044-b3ff-4db3-b57b-6b3a33d09352
Dreal - TRI - Communes,FeatureTypeInfoImpl-749b820c:14d29db9f86:-3f40,DREAL2 - Agglomération de Bayonne : carte du périmètre des 20 communes du PPA,b229770a-c13d-4b8e-938e-50aaa0ab9abe
IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c,IFN - Nouvelle Aquitaine : SCAN 1000® EXPRESS IGN,73e59044-b3ff-4db3-b57b-6b3a33d09352
IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe,IFN - Nouvelle Aquitaine : SCAN 1000® EXPRESS IGN,73e59044-b3ff-4db3-b57b-6b3a33d09352
SDIS64 - PAI Santé,FeatureTypeInfoImpl-788275d6:148eb592ce7:556c,LOGOSDIS64 - Pyrénées-Atlantiques: PAI santé,83cddc0b-307a-47d4-9dc3-d7fc561d82fb
AGRN : Petit patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc0,ATD24 - Dordogne : petit patrimoine,8d6fa03e-c509-489f-8b42-85d89b5dcab7
CG33 - Occupation du Sol en Gironde,FeatureTypeInfoImpl--47b66809:1336ecb0c7e:-7f13,CRALPC - Gironde : Occupation des sols, CLC 1990,8596d55f-251d-4001-ba2c-73e712fe270b
CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204,CD64 - Parcelles des sites ENS en 2011,9f526fc0-287b-4df1-b871-845a5c0974c1
CG33 - Stations d'épuration,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-5fa5,CD47 - Lot-et-Garonne : Stations d'épuration,a2118807-a6d7-4d5f-8ddd-48005ae6637c
SMBV des Lacs du Born- Bassin versant du lac de Cazaux-Sanguinet,FeatureTypeInfoImpl--658a4c7:14bff0939fa:1526,Bassin versant RNDE,8b8c0270-d9ce-11da-b59b-00508bb83273
Commune de Mézin - Bois,FeatureTypeInfoImpl--3ce68516:141a7c87ec4:-5212,MEZIN - Commune de Mézin (WMS),2cbf5faf-e1b1-4811-ad63-4734336a2c5c
DDTM 33 - Périmètres des SCOT,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e86,DDTM33 - Gironde : Périmètres des Plans Locaux d'Habitat (PLH),306fbc9c-9d3e-4ae8-97e3-4927c2f74538
DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3,PREF_AQUITAINE - Aquitaine : Liste des Immeubles protégés au titre des Monuments Historiques,8fd45a70-d193-4e35-9071-df773ab6a35a
GIP ATGeRi - OCS 2000 - Simplifié,FeatureTypeInfoImpl-319e43e6:156ea50447b:-2a2c,GIP - Modèle de métadonnée simplifié (mini-fiche),471ce16e-724b-47b8-8f5d-b61e79d55608
GIP ATGeRi - OCS 2009 - Simplifié,FeatureTypeInfoImpl--bc07016:1571eedbeb4:9f,GIP - Modèle de métadonnée simplifié (mini-fiche),471ce16e-724b-47b8-8f5d-b61e79d55608
GPMB - Chenal de navigation,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8a7,SMEGREG - ARAGEE/ANTEA - Chenal de navigation et forage de l'ile Nouvelle - Port Autonome de Bordeaux,7147b22c-c9aa-4727-bcec-0308e88918ad
GPMB - Limite Transversale de la mer,FeatureTypeInfoImpl-231d93e3:141a274342b:39cd,GPMB1 - Grand Port Maritime de Bordeaux : Limite transversale de la mer,3732c306-2cbf-4d46-8172-abea43c7e53a
Vue Aérienne 2009 40cm,CoverageInfoImpl--69a27b9e:1574cff8838:66d7,IGECOM - Landes : Photographie aérienne 2009 (BD ORTHO® 2009),bd_ortho_2009
Vue aérienne 2012 50cm,CoverageInfoImpl-5fc05bac:145efe203a5:-22d1,IGECOM - Landes : Photographie aérienne 2012 (BD ORTHO® 2012)IGN 50 cm,meta_ortho2007
Vue Aérienne 2012 50cm,CoverageInfoImpl--4ecb909f:15af581493a:-6175,IGECOM - Landes : Photographie aérienne 2012 (BD ORTHO® 2012)IGN 50 cm,meta_ortho2007
IGN - Scan 1000,CoverageInfoImpl-1b853102:1405956ab90:5983,IFN - Nouvelle Aquitaine : SCAN 1000® EXPRESS IGN,73e59044-b3ff-4db3-b57b-6b3a33d09352
INSEE - Population par EPCI,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3da9,INSEE2 - Aquitaine: Bases de chiffres clés - Recensement de la population 2008 - Thème Emploi - Population active,8a42202b-e883-4f08-802b-789fd70f5df0
INSEE - Population par iris,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3d12,INSEE2 - Aquitaine: Bases de chiffres clés - Recensement de la population 2008 - Thème Emploi - Population active,8a42202b-e883-4f08-802b-789fd70f5df0
Pays du Grand Bergeracois - Centres de loisirs sans hébergement,FeatureTypeInfoImpl-1bf44d9a:1492cbdd7cd:-79d6,PGB - Pays du Grand Bergeracois: Centres de Loisirs,032fb183-7967-49fc-89db-805f9d3f343e
Pays du Grand Bergeracois - Relais assistances maternelles,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:-29ba,PGB - Pays du Grand Bergeracois: Relais d’Assistantes Maternelles,be6e5d1e-41b7-4813-b411-7e7a211e65f0
SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c,LOGOSDIS401 - Landes : Répartition des Centres de secours,9d86979b-04be-4df2-9ef8-752405d88ea5
SDIS64 - PAI  Hydrographie,FeatureTypeInfoImpl-45879d41:14c5ae69d57:-4a7a,LOGOSDIS64 - Pyrénées-Atlantiques: PAI hydrographie,6ade3986-af52-4f87-92a4-7a4f50a95af6
SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58,LOGOSDIS471 - Lot-et-Garonne : Répartition des tours de guet pour la Défense des Forêts contre l' Incendie,3060a076-dac6-44a4-867e-17ec7c36a883
SDIS - Zones de 1er appel,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d56,GIP - Aquitaine : zones de 1er appel,8725f9bf-d08b-42d4-88ea-a97075e359ff
FD chasse 33 - gestion,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7de2,CHASSE33 - Gironde : Gestion de la chasse,680427f7-2374-4fdf-91b4-3aa9a6af09e7
BD Ortho 2012 NB 1m,CoverageInfoImpl-7738d5f9:1587334561f:-6f6c,IFN - Lot-et-Garonne : Bd Ortho 2012 (50cm/sol),044dc016-6802-435f-84bc-07dac0078aeb
PNRLG - Vues Remarquables,FeatureTypeInfoImpl--15d29641:1526500bb61:-3092,PARC4 - PNR Landes de Gascogne : Vues remarquables sur le Detla de la Leyre,a2d8d7bb-0ba9-4c08-9798-2712eb671032
SRCE_2014 Cours d'eau de la trame bleu,FeatureTypeInfoImpl--1349261:1431092c4c4:6d3a,Masse d'eau cours d'eau,dc774211-1494-4a6a-aad2-b4289a7b7101
ARS - Captages des Landes,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fb8,ARS - Aquitaine: périmètres de protection éloigné des captages d'eau,bf87f09d-e749-4a63-a842-66476364a03c
CA Grand Dax - Arrêts Couralin,FeatureTypeInfoImpl--6dc709cf:14d4db704a4:-554b,CAGRANDDAX - Communauté d'Agglomération du Grand Dax : Transport - réseau Couralin,b909f031-1793-486e-b3cf-de55e15821ad
DDTM 33 - Périmètres EPCIFP,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e8c,DDTM33 - Gironde : Périmètres des Plans Locaux d'Habitat (PLH),306fbc9c-9d3e-4ae8-97e3-4927c2f74538
Gironde Numerique - Backbone,FeatureTypeInfoImpl-7c28b9fa:135f2d071b7:-6b75,GNUM - Gironde : Backbone Gironde Numérique,d4e0812e-5a03-46a7-8411-afa0247fc4d2
PEGASE - EPCI Poitou-Charentes,FeatureTypeInfoImpl--352f6934:14a0b5a7ecb:-7889,DREAL2 - EPCI : Etablissement Public de Coopération Intercommunale de Poitou-Charentes,b200ce23-76a1-4f76-a811-4b963c3bf028
PNR LG - Prestations canoe,FeatureTypeInfoImpl-798fb7aa:1527e3f915b:-5e3,PARC4 - PNR Landes de Gascogne : Prestations Canoe,0d0092d5-0266-436a-a2d9-0800633bbbb9
PNR LG - Cercles de Gascogne,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6f10,PARC4 - PNR Landes de Gascogne : Cercles,b3f09639-33b9-4b16-826b-d0a862197096
PNR LG - Chateaux de terre,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6dad,PARC4 - PNR Landes de Gascogne : Chateaux De Terre,1093a987-de9b-441d-a39c-d4085111aa3a
PNR LG - Eglises et chapelles,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6d62,PARC4 - PNR Landes de Gascogne : Eglises et Chapelles,694fd730-bdca-4294-ac14-e958c1501275
PNR LG - Lagunes 2008,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6c60,PARC4 - PNR Landes de Gascogne : Lagunes 2008,dd4ac08b-c076-453f-b812-8516e501da94
